Result	Lemma	Gender	Case	Tense	Voice	Mood	Person	Number	Gloss	Part	Chapter	Adverb/particle Type	Reference	Sense
σῶμα	σῶμα	neuter	accusative	-	-	-	-	singular	body	noun	11	-	Lk 23:52,Lk 24:3,Lk 24:23,Ac 9:40	corpse ⇔ body
σῶμα	σῶμα	neuter	accusative	-	-	-	-	singular	body	noun	11	-	1 Co 15:37,1 Co 15:38,1 Co 15:38	body (composition)
σῶμα	σῶμα	neuter	accusative	-	-	-	-	singular	body	noun	11	-	1 Co 12:13	church ⇔ body
σῶμα	σῶμα	neuter	nominative	-	-	-	-	singular	body	noun	11	-	Col 2:17	reality ⇔ body
σῶμα	σῶμα	neuter	accusative	-	-	-	-	singular	body	noun	11	-	1 Co 9:27	body self
τε	τέ	-	-	-	-	-	-	-	and, but, also (postpositive) (synonym of δέ but more "literary")	conjunction	28	-	Mt 22:10,Mt 27:48,Mt 28:12,Lk 2:16,Lk 12:45,Lk 14:26,Lk 15:2,Lk 21:11,Lk 21:11,Lk 22:66,Lk 23:12,Lk 24:20,Jn 2:15,Jn 4:42,Jn 6:18,Ac 1:1,Ac 1:8,Ac 1:13,Ac 1:15,Ac 2:9,Ac 2:10,Ac 2:11,Ac 2:33,Ac 2:37,Ac 2:40,Ac 2:43,Ac 2:46,Ac 2:46,Ac 4:13,Ac 4:14,Ac 4:27,Ac 4:33,Ac 5:14,Ac 5:19,Ac 5:24,Ac 5:35,Ac 5:42,Ac 6:7,Ac 6:12,Ac 6:13,Ac 7:26,Ac 8:3,Ac 8:12,Ac 8:13,Ac 8:25,Ac 8:28,Ac 8:31,Ac 8:38,Ac 9:2,Ac 9:3,Ac 9:15,Ac 9:15,Ac 9:18,Ac 9:24,Ac 9:29,Ac 10:22,Ac 10:28,Ac 10:33,Ac 10:39,Ac 11:21,Ac 11:26,Ac 12:6,Ac 12:12,Ac 12:17,Ac 13:1,Ac 13:1,Ac 13:4,Ac 13:11,Ac 13:46,Ac 13:52,Ac 14:1,Ac 14:5,Ac 14:11,Ac 14:12,Ac 14:13,Ac 14:21,Ac 15:3,Ac 15:4,Ac 15:5,Ac 15:6,Ac 15:9,Ac 15:32,Ac 15:39,Ac 16:13,Ac 16:23,Ac 16:34,Ac 17:4,Ac 17:4,Ac 17:10,Ac 17:14,Ac 17:14,Ac 17:19,Ac 17:26,Ac 18:4,Ac 18:5,Ac 18:26,Ac 19:2,Ac 19:3,Ac 19:6,Ac 19:10,Ac 19:11,Ac 19:12,Ac 19:17,Ac 19:18,Ac 19:27,Ac 19:29,Ac 20:3,Ac 20:7,Ac 20:11,Ac 20:21,Ac 20:35,Ac 21:12,Ac 21:18,Ac 21:20,Ac 21:25,Ac 21:28,Ac 21:30,Ac 21:31,Ac 21:37,Ac 22:4,Ac 22:7,Ac 22:8,Ac 22:23,Ac 23:5,Ac 23:10,Ac 23:24,Ac 23:28,Ac 24:3,Ac 24:5,Ac 24:10,Ac 24:15,Ac 24:23,Ac 24:27,Ac 25:2,Ac 25:16,Ac 25:23,Ac 25:24,Ac 26:3,Ac 26:4,Ac 26:10,Ac 26:10,Ac 26:11,Ac 26:14,Ac 26:16,Ac 26:16,Ac 26:20,Ac 26:20,Ac 26:22,Ac 26:22,Ac 26:23,Ac 26:30,Ac 26:30,Ac 27:1,Ac 27:3,Ac 27:3,Ac 27:5,Ac 27:8,Ac 27:17,Ac 27:20,Ac 27:21,Ac 27:21,Ac 27:29,Ac 27:43,Ac 28:2,Ac 28:23,Ac 28:23,Ro 1:12,Ro 1:14,Ro 1:14,Ro 1:16,Ro 1:20,Ro 1:26,Ro 1:27,Ro 2:9,Ro 2:10,Ro 2:19,Ro 3:9,Ro 7:7,Ro 10:12,Ro 14:8,Ro 14:8,Ro 14:8,Ro 14:8,Ro 16:26,1 Co 1:24,1 Co 1:30,1 Co 4:21,2 Co 10:8,2 Co 12:12,Eph 3:19,Php 1:7,Heb 1:3,Heb 2:4,Heb 2:11,Heb 4:12,Heb 5:1,Heb 5:7,Heb 5:14,Heb 6:2,Heb 6:2,Heb 6:4,Heb 6:5,Heb 6:19,Heb 8:3,Heb 9:1,Heb 9:2,Heb 9:9,Heb 9:19,Heb 10:33,Heb 11:32,Heb 12:2,Jas 3:7,Jas 3:7,Jud 6,Re 19:18	-
τέκνα	τέκνον	neuter	nominative	-	-	-	-	plural	child	noun	3	-	Ro 9:7	descendant of Abraham (spiritual)
τέκνα	τέκνον	neuter	nominative	-	-	-	-	plural	child	noun	3	-	1 Jn 3:10	person (category)
τέκνα	τέκνον	neuter	vocative, nominative	-	-	-	-	plural	child	noun	3	-	Col 3:20	child
τέκνα	τέκνον	neuter	accusative	-	-	-	-	plural	child	noun	3	-	Mt 23:37,Lk 13:34,Lk 19:44,Re 2:23	person (category)
τέκνα	τέκνον	neuter	accusative, nominative	-	-	-	-	plural	child	noun	3	-	Jn 1:12,1 Co 4:14	child
τέκνα	τέκνον	neuter	accusative	-	-	-	-	plural	child	noun	3	-	3 Jn 4	child (endearment)
τέκνα	τέκνον	neuter	nominative	-	-	-	-	plural	child	noun	3	-	Jn 8:39	descendant ⇔ child
τέκνα	τέκνον	neuter	nominative, accusative	-	-	-	-	plural	child	noun	3	-	1 Jn 3:1	child
τέκνα	τέκνον	neuter	accusative	-	-	-	-	plural	child	noun	3	-	Mt 3:9,Lk 3:8	descendant of Abraham (spiritual), descendant ⇔ child
τέκνα	τέκνον	neuter	nominative	-	-	-	-	plural	child	noun	3	-	Eph 2:3,Eph 5:8,2 Pe 2:14,2 Jn 13	child (kind)
τέκνα	τέκνον	neuter	accusative	-	-	-	-	plural	child	noun	3	-	Mt 2:18,Mt 18:25,Mt 19:29,Mt 21:28,Mt 22:24,Mt 27:25,Mk 7:27,Mk 10:29,Mk 10:30,Lk 1:17,Lk 14:26,Lk 18:29,Lk 20:31,Lk 23:28,Jn 11:52,Ac 21:21,Eph 6:4,Col 3:21,1 Th 2:7,1 Th 2:11,1 Ti 3:4,1 Ti 5:4,Tt 1:6,1 Jn 5:2	child
τέκνα	τέκνον	neuter	vocative	-	-	-	-	plural	child	noun	3	-	Mk 10:24,Ga 4:19	child (endearment)
τέκνα	τέκνον	neuter	nominative, accusative	-	-	-	-	plural	child	noun	3	-	1 Pe 3:6	child (kind)
τέκνα	τέκνον	neuter	nominative	-	-	-	-	plural	child	noun	3	-	Mt 10:21,Mk 13:12,Ro 8:16,Ro 8:17,Ro 9:8,Ro 9:8,Ro 9:8,1 Co 7:14,2 Co 12:14,Ga 4:27,Ga 4:28,Ga 4:31,Eph 5:1,Eph 6:1,Php 2:15,1 Pe 1:14,1 Jn 3:2,1 Jn 3:10	child
τέκνοις	τέκνον	neuter	dative	-	-	-	-	plural	child	noun	3	-	2 Co 6:13	child (young)
τέκνοις	τέκνον	neuter	dative	-	-	-	-	plural	child	noun	3	-	Mt 7:11,Lk 11:13,Ac 2:39,Ac 21:5,2 Co 12:14	child
τέκνοις	τέκνον	neuter	dative	-	-	-	-	plural	child	noun	3	-	2 Jn 1	child (kind)
τέκνοις	τέκνον	neuter	dative	-	-	-	-	plural	child	noun	3	-	Ac 13:33	descendant ⇔ child
τέκνον	τέκνον	neuter	vocative	-	-	-	-	singular	child	noun	3	-	Mt 21:28,Lk 2:48,Lk 15:31	child
τέκνον	τέκνον	neuter	accusative	-	-	-	-	singular	child	noun	3	-	Mt 10:21,Mk 12:19,Mk 13:12,Re 12:4	child
τέκνον	τέκνον	neuter	vocative	-	-	-	-	singular	child	noun	3	-	Mt 9:2,Mk 2:5,Lk 16:25,1 Ti 1:18,2 Ti 2:1	child (endearment)
τέκνον	τέκνον	neuter	nominative	-	-	-	-	singular	child	noun	3	-	Lk 1:7,1 Co 4:17,Php 2:22,Re 12:5	child
τέκνου	τέκνον	neuter	genitive	-	-	-	-	singular	child	noun	3	-	Ac 7:5	child
τέκνου	τέκνον	neuter	genitive	-	-	-	-	singular	child	noun	3	-	Phm 10	child (endearment)
τέκνων	τέκνον	neuter	genitive	-	-	-	-	plural	child	noun	3	-	Lk 7:35,Ga 4:25,2 Jn 4	child (kind)
τέκνων	τέκνον	neuter	genitive	-	-	-	-	plural	child	noun	3	-	Mt 15:26,Mk 7:27,Ro 8:21,1 Ti 3:12	child
τέκνῳ	τέκνον	neuter	dative	-	-	-	-	singular	child	noun	3	-	1 Ti 1:2,2 Ti 1:2,Tt 1:4	child (endearment)
τέλειοι	τέλειος	masculine	nominative	-	-	-	-	plural	-	adjective	-	-	1 Co 14:20,Php 3:15,Col 4:12	spiritual mature
τέλειοι	τέλειος	masculine	nominative	-	-	-	-	plural	-	adjective	-	-	Mt 5:48,Jas 1:4	perfect
τέλειον	τέλειος	masculine	accusative	-	-	-	-	singular	-	adjective	-	-	Col 1:28	spiritual mature
τέλειον	τέλειος	masculine	accusative	-	-	-	-	singular	-	adjective	-	-	Eph 4:13	mature development
τέλειον	τέλειος	neuter	accusative	-	-	-	-	singular	-	adjective	-	-	Jas 1:4	to complete
τέλειον	τέλειος	masculine	accusative	-	-	-	-	singular	-	adjective	-	-	Jas 1:25	perfect
τέλειον	τέλειος	neuter	nominative, accusative	-	-	-	-	singular	-	adjective	-	-	1 Co 13:10	perfection (state)
τέλειον	τέλειος	neuter	nominative	-	-	-	-	singular	-	adjective	-	-	Ro 12:2,Jas 1:17	perfect
τέλειος	τέλειος	masculine	nominative	-	-	-	-	singular	-	adjective	-	-	Mt 19:21,Jas 3:2	perfect
τέλειός	τέλειος	masculine	nominative	-	-	-	-	singular	-	adjective	-	-	Mt 5:48	perfect
τελεία	τέλειος	feminine	nominative	-	-	-	-	singular	-	adjective	-	-	1 Jn 4:18	perfect
τελείοις	τέλειος	masculine	dative	-	-	-	-	plural	-	adjective	-	-	1 Co 2:6	spiritually mature person
τελείων	τέλειος	masculine	genitive	-	-	-	-	plural	-	adjective	-	-	Heb 5:14	spiritual mature
τελειοτέρας	τέλειος	feminine	genitive	-	-	-	-	singular	-	adjective	-	-	Heb 9:11	perfect
τέλη	τέλος	neuter	accusative	-	-	-	-	plural	-	noun	-	-	Mt 17:25	indirect tax
τέλη	τέλος	neuter	nominative	-	-	-	-	plural	-	noun	-	-	1 Co 10:11	final stage
τέλος	τέλος	neuter	nominative	-	-	-	-	singular	-	noun	-	-	Mt 24:6,Mt 24:14,Mk 13:7,Lk 1:33,1 Pe 4:7,Re 21:6,Re 22:13	end (point of time)
τέλος	τέλος	neuter	accusative	-	-	-	-	singular	-	noun	-	-	Lk 22:37,Jas 5:11	goal
τέλος	τέλος	neuter	nominative	-	-	-	-	singular	-	noun	-	-	Ro 10:4,1 Ti 1:5	goal
τέλος	τέλος	neuter	accusative	-	-	-	-	singular	-	noun	-	-	1 Pe 1:9	result ⇔ end
τέλος	τέλος	neuter	accusative	-	-	-	-	singular	-	noun	-	-	Lk 18:5	end (point of time), endlessly
τέλος	τέλος	neuter	accusative	-	-	-	-	singular	-	noun	-	-	Mt 10:22,Mt 24:13,Mk 3:26,Mk 13:13,Jn 13:1,2 Co 3:13,Heb 7:3,1 Th 2:16	end (point of time)
τέλος	τέλος	neuter	nominative	-	-	-	-	singular	-	noun	-	-	Ro 6:21,Ro 6:22,2 Co 11:15,Php 3:19,Heb 6:8,1 Pe 4:17	result ⇔ end
τέλος	τέλος	neuter	nominative	-	-	-	-	singular	-	noun	-	-	Lk 21:9,1 Co 15:24	final stage
τέλος	τέλος	neuter	accusative	-	-	-	-	singular	-	noun	-	-	Mt 26:58	final stage
τέλος	τέλος	neuter	accusative, nominative	-	-	-	-	singular	-	noun	-	-	1 Pe 3:8	final stage
τέλος	τέλος	neuter	accusative	-	-	-	-	singular	-	noun	-	-	Ro 13:7,Ro 13:7	indirect tax
τέλους	τέλος	neuter	genitive	-	-	-	-	singular	-	noun	-	-	2 Co 1:13	end (point of time), limit ⇔ end
τέλους	τέλος	neuter	genitive	-	-	-	-	singular	-	noun	-	-	1 Co 1:8,Heb 3:14,Heb 6:11,Re 2:26	end (point of time)
τέσσαρα	τέσσαρες	neuter	accusative	-	-	-	-	plural	-	adjective	-	-	Jn 19:23	four (count)
τέσσαρα	τέσσαρες	neuter	nominative	-	-	-	-	plural	-	adjective	-	-	Re 4:6,Re 4:8,Re 5:8,Re 5:14,Re 19:4	four (count)
τέσσαρας	τέσσαρες	masculine	accusative	-	-	-	-	plural	-	adjective	-	-	Re 4:4,Re 7:1,Re 7:1,Re 9:14	four (count)
τέσσαρας	τέσσαρες	feminine	accusative	-	-	-	-	plural	-	adjective	-	-	Jn 11:17,Ac 27:29,Re 7:1	four (count)
τέσσαρες	τέσσαρες	masculine	nominative	-	-	-	-	plural	-	adjective	-	-	Ac 21:23,Re 4:4,Re 4:10,Re 5:8,Re 9:15,Re 11:16,Re 19:4	four (count)
τέσσαρες	τέσσαρες	feminine	nominative	-	-	-	-	plural	-	adjective	-	-	Ac 21:9,Re 7:4,Re 14:1,Re 14:3	four (count)
τέσσαρσιν	τέσσαρες	neuter	dative	-	-	-	-	plural	-	adjective	-	-	Ac 12:4	four (count)
τέσσαρσιν	τέσσαρες	masculine	dative	-	-	-	-	plural	-	adjective	-	-	Re 7:2	four (count)
τέσσαρσιν	τέσσαρες	feminine	dative	-	-	-	-	plural	-	adjective	-	-	Ac 10:11,Ac 11:5,Re 20:8	four (count)
τεσσάρων	τέσσαρες	masculine	genitive	-	-	-	-	plural	-	adjective	-	-	Mt 24:31,Mk 13:27,Re 21:17	four (count)
τεσσάρων	τέσσαρες	masculine	genitive	-	-	-	-	plural	-	adjective	-	-	Mk 2:3	four
τεσσάρων	τέσσαρες	neuter	genitive	-	-	-	-	plural	-	adjective	-	-	Lk 2:37,Re 5:6,Re 6:1,Re 6:6,Re 7:11,Re 9:13,Re 14:3,Re 15:7	four (count)
θέμενος	τίθημι	masculine	nominative	aorist	middle	participle	-	singular	I place, put; appoint	verb	27	-	2 Co 5:19,1 Ti 1:12	to appoint (duty)
θέντες	τίθημι	masculine	nominative	aorist	active	participle	-	plural	I place, put; appoint	verb	27	-	Ac 21:5	to put (place), to kneel ⇔ put one’s knees down
θέντος	τίθημι	masculine	genitive	aorist	active	participle	-	singular	I place, put; appoint	verb	27	-	Lk 14:29	to found, to put down
θέσθε	τίθημι	-	-	aorist	middle	imperative	second person	plural	I place, put; appoint	verb	27	-	Lk 9:44	to put (place), to listen carefully ⇔ put words in one’s ears
θέτε	τίθημι	-	-	aorist	active	imperative	second person	plural	I place, put; appoint	verb	27	-	Lk 21:14	to resolve (action)
θήσει	τίθημι	-	-	future	active	indicative	third person	singular	I place, put; appoint	verb	27	-	Mt 24:51,Lk 12:46	to consider (reckon)
θήσεις	τίθημι	-	-	future	active	indicative	second person	singular	I place, put; appoint	verb	27	-	Jn 13:38	to give up ⇔ set aside
θήσω	τίθημι	-	-	future	active	indicative	first person	singular	I place, put; appoint	verb	27	-	Mt 12:18	to put (place)
θήσω	τίθημι	-	-	future	active	indicative	first person	singular	I place, put; appoint	verb	27	-	Jn 13:37	to give up ⇔ set aside
θήσω	τίθημι	-	-	aorist	active	subjunctive	first person	singular	I place, put; appoint	verb	27	-	1 Co 9:18	to make (change)
θεὶς	τίθημι	masculine	nominative	aorist	active	participle	-	singular	I place, put; appoint	verb	27	-	Lk 22:41,Ac 7:60,Ac 9:40,Ac 20:36	to put (place), to kneel ⇔ put one’s knees down
θεῖναι	τίθημι	-	-	aorist	active	infinitive	-	-	I place, put; appoint	verb	27	-	Lk 5:18	to put (place)
θεῖναι	τίθημι	-	-	aorist	active	infinitive	-	-	I place, put; appoint	verb	27	-	1 Co 3:11	to found, to put down
θεῖναι	τίθημι	-	-	aorist	active	infinitive	-	-	I place, put; appoint	verb	27	-	Jn 10:18,1 Jn 3:16	to give up ⇔ set aside
θῇ	τίθημι	-	-	aorist	active	subjunctive	third person	singular	I place, put; appoint	verb	27	-	1 Co 15:25	to put (place)
θῇ	τίθημι	-	-	aorist	active	subjunctive	third person	singular	I place, put; appoint	verb	27	-	Jn 15:13	to give up ⇔ set aside
θῶ	τίθημι	-	-	aorist	active	subjunctive	first person	singular	I place, put; appoint	verb	27	-	Lk 20:43	to subject
θῶ	τίθημι	-	-	aorist	active	subjunctive	first person	singular	I place, put; appoint	verb	27	-	Ac 2:35	to make (change)
θῶ	τίθημι	-	-	aorist	active	subjunctive	first person	singular	I place, put; appoint	verb	27	-	Heb 1:13	to make (cause)
θῶ	τίθημι	-	-	aorist	active	subjunctive	first person	singular	I place, put; appoint	verb	27	-	Mt 22:44,Mk 12:36	to put (place)
θῶμεν	τίθημι	-	-	aorist	active	subjunctive	first person	plural	I place, put; appoint	verb	27	-	Mk 4:30	to put (frame)
τέθεικά	τίθημι	-	-	perfect	active	indicative	first person	singular	I place, put; appoint	verb	27	-	Ro 4:17	to make (cause)
τέθεικά	τίθημι	-	-	perfect	active	indicative	first person	singular	I place, put; appoint	verb	27	-	Ac 13:47	to appoint (duty)
τέθειται	τίθημι	-	-	perfect	passive	indicative	third person	singular	I place, put; appoint	verb	27	-	Mk 15:47	to be located
τίθημι	τίθημι	-	-	present	active	indicative	first person	singular	I place, put; appoint	verb	27	-	Jn 10:15,Jn 10:17,Jn 10:18	to give up ⇔ set aside
τίθημι	τίθημι	-	-	present	active	indicative	first person	singular	I place, put; appoint	verb	27	-	Ro 9:33,1 Pe 2:6	to put (place)
τίθησιν	τίθημι	-	-	present	active	indicative	third person	singular	I place, put; appoint	verb	27	-	Jn 10:11	to give up ⇔ set aside
τίθησιν	τίθημι	-	-	present	active	indicative	third person	singular	I place, put; appoint	verb	27	-	Jn 13:4	to take off
τίθησιν	τίθημι	-	-	present	active	indicative	third person	singular	I place, put; appoint	verb	27	-	Lk 8:16,Lk 8:16,Lk 11:33	to put (place)
τίθησιν	τίθημι	-	-	present	active	indicative	third person	singular	I place, put; appoint	verb	27	-	Jn 2:10	to set out food
τεθείκατε	τίθημι	-	-	perfect	active	indicative	second person	plural	I place, put; appoint	verb	27	-	Jn 11:34	to put (place)
τεθεικὼς	τίθημι	masculine	nominative	perfect	active	participle	-	singular	I place, put; appoint	verb	27	-	2 Pe 2:6	to set
τεθειμένος	τίθημι	masculine	nominative	perfect	passive	participle	-	singular	I place, put; appoint	verb	27	-	Jn 19:41	to be located
τεθῆναι	τίθημι	-	-	aorist	passive	infinitive	-	-	I place, put; appoint	verb	27	-	Re 11:9	to put (place)
τεθῇ	τίθημι	-	-	aorist	passive	subjunctive	third person	singular	I place, put; appoint	verb	27	-	Mk 4:21,Mk 4:21	to put (place)
τεθῶσιν	τίθημι	-	-	aorist	passive	subjunctive	third person	plural	I place, put; appoint	verb	27	-	Heb 10:13	to be appointed (state)
τιθέασιν	τίθημι	-	-	present	active	indicative	third person	plural	I place, put; appoint	verb	27	-	Mt 5:15	to put (place)
τιθέναι	τίθημι	-	-	present	active	infinitive	-	-	I place, put; appoint	verb	27	-	Ac 5:15,Ro 14:13	to put (place)
τιθέντες	τίθημι	masculine	nominative	present	active	participle	-	plural	I place, put; appoint	verb	27	-	Mk 15:19	to put down, to kneel ⇔ put one’s knees down
τιθέτω	τίθημι	-	-	present	active	imperative	third person	singular	I place, put; appoint	verb	27	-	1 Co 16:2	to set aside
τιθεὶς	τίθημι	masculine	nominative	present	active	participle	-	singular	I place, put; appoint	verb	27	-	Mk 10:16	to put (place)
ἐτέθη	τίθημι	-	-	aorist	passive	indicative	third person	singular	I place, put; appoint	verb	27	-	Lk 23:55	to put (place)
ἐτέθην	τίθημι	-	-	aorist	passive	indicative	first person	singular	I place, put; appoint	verb	27	-	1 Ti 2:7,2 Ti 1:11	to be appointed (state)
ἐτέθησαν	τίθημι	-	-	aorist	passive	indicative	third person	plural	I place, put; appoint	verb	27	-	1 Pe 2:8	to set
ἐτέθησαν	τίθημι	-	-	aorist	passive	indicative	third person	plural	I place, put; appoint	verb	27	-	Ac 7:16	to put (place)
ἐτίθει	τίθημι	-	-	imperfect	active	indicative	third person	singular	I place, put; appoint	verb	27	-	2 Co 3:13	to put (place)
ἐτίθεσαν	τίθημι	-	-	imperfect	active	indicative	third person	plural	I place, put; appoint	verb	27	-	Mk 6:56	to put (place)
ἐτίθουν	τίθημι	-	-	imperfect	active	indicative	third person	plural	I place, put; appoint	verb	27	-	Ac 3:2,Ac 4:35	to put (place)
ἔθεντο	τίθημι	-	-	aorist	middle	indicative	third person	plural	I place, put; appoint	verb	27	-	Ac 4:3,Ac 5:18	to put (place)
ἔθεντο	τίθημι	-	-	aorist	middle	indicative	third person	plural	I place, put; appoint	verb	27	-	Lk 1:66	to put (place), to memorize ⇔ put in the heart
ἔθεντο	τίθημι	-	-	aorist	middle	indicative	third person	plural	I place, put; appoint	verb	27	-	Ac 27:12	to set
ἔθεσθε	τίθημι	-	-	aorist	middle	indicative	second person	plural	I place, put; appoint	verb	27	-	Ac 5:25	to put (place)
ἔθετο	τίθημι	-	-	aorist	middle	indicative	third person	singular	I place, put; appoint	verb	27	-	Ac 1:7,Ac 19:21,1 Th 5:9	to set
ἔθετο	τίθημι	-	-	aorist	middle	indicative	third person	singular	I place, put; appoint	verb	27	-	Ac 12:4	to put (place)
ἔθετο	τίθημι	-	-	aorist	middle	indicative	third person	singular	I place, put; appoint	verb	27	-	Ac 20:28,1 Co 12:18,1 Co 12:28	to appoint (duty)
ἔθηκα	τίθημι	-	-	aorist	active	indicative	first person	singular	I place, put; appoint	verb	27	-	1 Co 3:10	to found, to put down
ἔθηκα	τίθημι	-	-	aorist	active	indicative	first person	singular	I place, put; appoint	verb	27	-	Lk 19:22	to deposit (bank)
ἔθηκα	τίθημι	-	-	aorist	active	indicative	first person	singular	I place, put; appoint	verb	27	-	Jn 15:16	to appoint (duty)
ἔθηκαν	τίθημι	-	-	aorist	active	indicative	third person	plural	I place, put; appoint	verb	27	-	Mk 6:29,Mk 16:6,Jn 19:42,Jn 20:2,Jn 20:13,Ac 9:37,Ac 13:29	to put (place)
ἔθηκας	τίθημι	-	-	aorist	active	indicative	second person	singular	I place, put; appoint	verb	27	-	Jn 20:15	to put (place)
ἔθηκας	τίθημι	-	-	aorist	active	indicative	second person	singular	I place, put; appoint	verb	27	-	Lk 19:21	to deposit (bank)
ἔθηκεν	τίθημι	-	-	aorist	active	indicative	third person	singular	I place, put; appoint	verb	27	-	Heb 1:2	to appoint (duty)
ἔθηκεν	τίθημι	-	-	aorist	active	indicative	third person	singular	I place, put; appoint	verb	27	-	Lk 6:48	to found, to put down
ἔθηκεν	τίθημι	-	-	aorist	active	indicative	third person	singular	I place, put; appoint	verb	27	-	Mt 27:60,Mk 15:46,Lk 23:53,Jn 19:19,Ac 4:37,Ac 5:2,Re 1:17,Re 10:2	to put (place)
ἔθηκεν	τίθημι	-	-	aorist	active	indicative	third person	singular	I place, put; appoint	verb	27	-	1 Jn 3:16	to give up ⇔ set aside
ἔθου	τίθημι	-	-	aorist	middle	indicative	second person	singular	I place, put; appoint	verb	27	-	Ac 5:4	to put (place), to tempt ⇔ put in the heart
Τί	τίς	-	-	-	-	-	-	-	who? what?; τί, why?	pronoun	17	-	Mt 7:3,Mt 18:12,Mt 21:28,Lk 6:41,Lk 6:46,Lk 12:57,Ro 3:1,Ro 3:9,Ro 4:1,Ro 6:1,Ro 6:15,Ro 7:7,Ro 8:31,Ro 9:14,Ro 9:30,Ro 11:7,1 Co 3:5,1 Co 10:19,1 Co 14:26,1 Co 15:30,Ga 3:19,Php 1:18,Jas 2:14	-
Τίνι	τίς	-	-	-	-	-	-	-	who? what?; τί, why?	pronoun	17	-	Mt 11:16,Lk 7:31,Heb 1:5	-
Τίς	τίς	-	-	-	-	-	-	-	who? what?; τί, why?	pronoun	17	-	Mt 24:45,Lk 14:28,Lk 17:7,1 Co 9:7,Jas 3:13,1 Jn 2:22,1 Jn 5:5	-
