Result	Lemma	Gender	Case	Tense	Voice	Mood	Person	Number	Gloss	Part	Chapter	Adverb/particle Type	Reference	Sense	Pronoun Type
τινά	τίς	masculine	accusative	-	-	-	-	singular	who? what?; τί, why?	pronoun	17	-	Heb 5:12	-	indefinite
ταπεινώθητε	ταπεινόω	-	-	aorist	passive	imperative	second person	plural	I humble, make humble	verb	50	-	1 Pe 5:6,Jas 4:10	-	-
ταπεινοῦσθαι	ταπεινόω	-	-	present	passive	infinitive	-	-	I humble, make humble	verb	50	-	Php 4:12	-	-
ταπεινωθήσεται	ταπεινόω	-	-	future	passive	indicative	third person	singular	I humble, make humble	verb	50	-	Mt 23:12,Lk 14:11,Lk 18:14,Lk 3:5	-	-
ταπεινώσει	ταπεινόω	-	-	future	active	indicative	third person	singular	I humble, make humble	verb	50	-	Mt 18:4,Mt 23:12	-	-
ταπεινώσῃ	ταπεινόω	-	-	aorist	active	subjunctive	third person	singular	I humble, make humble	verb	50	-	2 Co 12:21	-	-
ταπεινῶν	ταπεινόω	masculine	nominative	present	active	participle	-	singular	I humble, make humble	verb	50	-	Lk 14:11,Lk 18:14,2 Co 11:7	-	-
ἐταπείνωσεν	ταπεινόω	-	-	aorist	active	indicative	third person	singular	I humble, make humble	verb	50	-	Php 2:8	-	-
τάχιον	ταχέως	-	-	-	-	-	-	-	quickly, soon, shortly	adverb, adjective	48	-	Jn 13:27,Jn 20:4,Heb 13:19,Heb 13:23	-	-
τάχιστα	ταχέως	-	-	-	-	-	-	-	quickly, soon, shortly	adverb, adjective	48	-	Ac 17:15	-	-
ταχέως	ταχέως	-	-	-	-	-	-	-	quickly, soon, shortly	adverb	48	-	Lk 14:21,Lk 16:6,Jn 11:31,1 Co 4:19,Ga 1:6,Php 2:19,Php 2:24,2 Th 2:2,1 Ti 5:22,2 Ti 4:9	-	-
ταχύ	ταχύς	-	-	-	-	-	-	-	-	adverb, adjective	-	-	Re 22:20,Re 22:12,Re 22:7,Re 11:14,Re 3:11,Re 2:16,Mk 9:39	soon	-
ταχύ	ταχύς	-	-	-	-	-	-	-	-	adverb, adjective	-	-	Jn 11:29,Lk 15:22,Mt 28:8,Mt 28:7,Mt 5:25	promptly	-
ταχύς	ταχύς	masculine	nominative	-	-	-	-	singular	-	adjective	-	-	Jas 1:19	prompt	-
τεκνία	τεκνίον	neuter	vocative	-	-	-	-	plural	dear child, little child	noun	33	-	1 Jn 2:1,1 Jn 3:18,1 Jn 5:21,Jn 13:33,1 Jn 2:12,1 Jn 2:28,1 Jn 4:4	-	-
τελέσητε	τελέω	-	-	aorist	active	subjunctive	second person	plural	I am completing, fulfilling	verb	39	-	Mt 10:23,Ga 5:16	-	-
τελέσωσιν	τελέω	-	-	aorist	active	subjunctive	third person	plural	I am completing, fulfilling	verb	39	-	Re 11:7	-	-
τελεσθήσεται	τελέω	-	-	future	passive	indicative	third person	singular	I am completing, fulfilling	verb	39	-	Lk 18:31	-	-
τελεσθήσονται	τελέω	-	-	future	passive	indicative	third person	plural	I am completing, fulfilling	verb	39	-	Re 17:17	-	-
τελεσθῆναι	τελέω	-	-	aorist	passive	infinitive	-	-	I am completing, fulfilling	verb	39	-	Lk 22:37	-	-
τελεσθῇ	τελέω	-	-	aorist	passive	subjunctive	third person	singular	I am completing, fulfilling	verb	39	-	Lk 12:50,Re 20:3,Re 20:5,Re 20:7	-	-
τελεσθῶσιν	τελέω	-	-	aorist	passive	subjunctive	third person	plural	I am completing, fulfilling	verb	39	-	Re 15:8	-	-
τελεῖ	τελέω	-	-	present	active	indicative	third person	singular	I am completing, fulfilling	verb	39	-	Mt 17:24	-	-
τελεῖται	τελέω	-	-	present	passive	indicative	third person	singular	I am completing, fulfilling	verb	39	-	2 Co 12:9	-	-
τελεῖτε	τελέω	-	-	present	active	indicative	second person	plural	I am completing, fulfilling	verb	39	-	Ro 13:6,Jas 2:8	-	-
τελοῦσα	τελέω	feminine	nominative	present	active	participle	-	singular	I am completing, fulfilling	verb	39	-	Ro 2:27	-	-
τετέλεκα	τελέω	-	-	perfect	active	indicative	first person	singular	I am completing, fulfilling	verb	39	-	2 Ti 4:7	-	-
τετέλεσται	τελέω	-	-	perfect	passive	indicative	third person	singular	I am completing, fulfilling	verb	39	-	Jn 19:28,Jn 19:30	-	-
ἐτέλεσαν	τελέω	-	-	aorist	active	indicative	third person	plural	I am completing, fulfilling	verb	39	-	Lk 2:39,Ac 13:29	-	-
ἐτέλεσεν	τελέω	-	-	aorist	active	indicative	third person	singular	I am completing, fulfilling	verb	39	-	Mt 7:28,Mt 11:1,Mt 13:53,Mt 19:1,Mt 26:1	-	-
ἐτελέσθη	τελέω	-	-	aorist	passive	indicative	third person	singular	I am completing, fulfilling	verb	39	-	Re 10:7,Re 15:1	-	-
τελειοῦμαι	τελειόω	-	-	present	passive	indicative	first person	singular	I am completing, fulfilling	verb	33	-	Lk 13:32	-	-
τελειωθείς	τελειόω	masculine	nominative	aorist	passive	participle	-	singular	I am completing, fulfilling	verb	33	-	Heb 5:9	-	-
τελειωθῇ	τελειόω	-	-	aorist	passive	subjunctive	third person	singular	I am completing, fulfilling	verb	33	-	Jn 19:28	-	-
τελειωθῶσιν	τελειόω	-	-	aorist	passive	subjunctive	third person	plural	I am completing, fulfilling	verb	33	-	Heb 11:40	-	-
τελειωσάντων	τελειόω	masculine	genitive	aorist	active	participle	-	plural	I am completing, fulfilling	verb	33	-	Lk 2:43	-	-
τελειώσας	τελειόω	masculine	nominative	aorist	active	participle	-	singular	I am completing, fulfilling	verb	33	-	Jn 17:4	-	-
τελειώσω	τελειόω	-	-	aorist	active	subjunctive	first person	singular	I am completing, fulfilling	verb	33	-	Jn 4:34,Jn 5:36	-	-
τελειῶσαι	τελειόω	-	-	aorist	active	infinitive	-	-	I am completing, fulfilling	verb	33	-	Heb 2:10,Heb 9:9,Heb 10:1,Ac 20:24	-	-
τετελείωκεν	τελειόω	-	-	perfect	active	indicative	third person	singular	I am completing, fulfilling	verb	33	-	Heb 10:14	-	-
τετελείωμαι	τελειόω	-	-	perfect	passive	indicative	first person	singular	I am completing, fulfilling	verb	33	-	Php 3:12	-	-
τετελείωται	τελειόω	-	-	perfect	passive	indicative	third person	singular	I am completing, fulfilling	verb	33	-	1 Jn 4:17,1 Jn 4:18,1 Jn 2:5	-	-
τετελειωμένη	τελειόω	feminine	nominative	perfect	passive	participle	-	singular	I am completing, fulfilling	verb	33	-	1 Jn 4:12	-	-
τετελειωμένοι	τελειόω	masculine	nominative	perfect	passive	participle	-	plural	I am completing, fulfilling	verb	33	-	Jn 17:23	-	-
τετελειωμένον	τελειόω	masculine	accusative	perfect	passive	participle	-	singular	I am completing, fulfilling	verb	33	-	Heb 7:28	-	-
τετελειωμένων	τελειόω	masculine	genitive	perfect	passive	participle	-	plural	I am completing, fulfilling	verb	33	-	Heb 12:23	-	-
ἐτελείωσεν	τελειόω	-	-	aorist	active	indicative	third person	singular	I am completing, fulfilling	verb	33	-	Heb 7:19	-	-
ἐτελειώθη	τελειόω	-	-	aorist	passive	indicative	third person	singular	I am completing, fulfilling	verb	33	-	Jas 2:22	-	-
τελευτήσαντος	τελευτάω	masculine	genitive	aorist	active	participle	-	singular	-	verb	-	-	Mt 2:19	to die ⇔ end	-
τελευτάτω	τελευτάω	-	-	present	active	imperative	third person	singular	-	verb	-	-	Mt 15:4,Mk 7:10	to die ⇔ end	-
τελευτᾶν	τελευτάω	-	-	present	active	infinitive	-	-	-	verb	-	-	Lk 7:2	to die ⇔ end	-
τελευτᾷ	τελευτάω	-	-	present	active	indicative	third person	singular	-	verb	-	-	Mk 9:48	to die ⇔ end	-
τελευτῶν	τελευτάω	masculine	nominative	present	active	participle	-	singular	-	verb	-	-	Heb 11:22	to die ⇔ end	-
τετελευτηκότος	τελευτάω	masculine	genitive	perfect	active	participle	-	singular	-	verb	-	-	Jn 11:39	to die ⇔ end	-
ἐτελεύτησεν	τελευτάω	-	-	aorist	active	indicative	third person	singular	-	verb	-	-	Mt 9:18,Mt 22:25,Ac 2:29,Ac 7:15	to die ⇔ end	-
τελωνῶν	τελώνης	masculine	genitive	-	-	-	-	plural	tax collector	noun	44	-	Lk 7:34,Lk 5:30,Lk 5:29,Mk 2:16,Mk 2:16,Mt 11:19,Mt 9:11	-	-
τελώνην	τελώνης	masculine	accusative	-	-	-	-	singular	tax collector	noun	44	-	Lk 5:27	-	-
τελώνης	τελώνης	masculine	nominative	-	-	-	-	singular	tax collector	noun	44	-	Lk 18:13,Lk 18:11,Lk 18:10,Mt 18:17,Mt 10:3	-	-
τελῶναι	τελώνης	masculine	nominative	-	-	-	-	plural	tax collector	noun	44	-	Lk 15:1,Lk 7:29,Lk 3:12,Mk 2:15,Mt 21:32,Mt 21:31,Mt 9:10,Mt 5:46	-	-
τεσσεράκοντα	τεσσεράκοντα	-	-	-	-	-	-	-	forty	indeclinable, adjective	44	-	Mt 4:2,Mt 4:2,Mk 1:13,Lk 4:2,Jn 2:20,Ac 1:3,Ac 4:22,Ac 7:30,Ac 7:36,Ac 7:42,Ac 13:21,Ac 23:13,Ac 23:21,2 Co 11:24,Heb 3:10,Heb 3:17,Re 7:4,Re 11:2,Re 13:5,Re 14:1,Re 14:3,Re 21:17	-	-
τετράμηνός	τετράμηνος	masculine	nominative	-	-	-	-	singular	-	adjective	-	-	Jn 4:35	four months	-
τήρει	τηρέω	-	-	present	active	imperative	second person	singular	I keep; I guard	verb	14	-	1 Ti 5:22,Re 3:3	-	-
τήρησον	τηρέω	-	-	aorist	active	imperative	second person	singular	I keep; I guard	verb	14	-	Mt 19:17,Jn 17:11	-	-
τετήρηκα	τηρέω	-	-	perfect	active	indicative	first person	singular	I keep; I guard	verb	14	-	Jn 15:10,2 Ti 4:7	-	-
τετήρηκαν	τηρέω	-	-	perfect	active	indicative	third person	plural	I keep; I guard	verb	14	-	Jn 17:6	-	-
τετήρηκας	τηρέω	-	-	perfect	active	indicative	second person	singular	I keep; I guard	verb	14	-	Jn 2:10	-	-
τετήρηκεν	τηρέω	-	-	perfect	active	indicative	third person	singular	I keep; I guard	verb	14	-	Jud 6	-	-
τετήρηται	τηρέω	-	-	perfect	passive	indicative	third person	singular	I keep; I guard	verb	14	-	2 Pe 2:17,Jud 13	-	-
τετηρημένην	τηρέω	feminine	accusative	perfect	passive	participle	-	singular	I keep; I guard	verb	14	-	1 Pe 1:4	-	-
τετηρημένοις	τηρέω	masculine	dative	perfect	passive	participle	-	plural	I keep; I guard	verb	14	-	Jud 1	-	-
τηρήσαντας	τηρέω	masculine	accusative	aorist	active	participle	-	plural	I keep; I guard	verb	14	-	Jud 6	-	-
τηρήσατε	τηρέω	-	-	aorist	active	imperative	second person	plural	I keep; I guard	verb	14	-	Jud 21	-	-
τηρήσει	τηρέω	-	-	future	active	indicative	third person	singular	I keep; I guard	verb	14	-	Jn 14:23	-	-
τηρήσετε	τηρέω	-	-	future	active	indicative	second person	plural	I keep; I guard	verb	14	-	Jn 14:15	-	-
τηρήσητε	τηρέω	-	-	aorist	active	subjunctive	second person	plural	I keep; I guard	verb	14	-	Jn 15:10	-	-
τηρήσουσιν	τηρέω	-	-	future	active	indicative	third person	plural	I keep; I guard	verb	14	-	Jn 15:20	-	-
τηρήσω	τηρέω	-	-	future	active	indicative	first person	singular	I keep; I guard	verb	14	-	2 Co 11:9,Re 3:10	-	-
τηρήσῃ	τηρέω	-	-	aorist	active	subjunctive	third person	singular	I keep; I guard	verb	14	-	Jn 8:51,Jn 8:52,Jn 12:7,Jas 2:10	-	-
τηρήσῃς	τηρέω	-	-	aorist	active	subjunctive	second person	singular	I keep; I guard	verb	14	-	Jn 17:15	-	-
τηρεῖ	τηρέω	-	-	present	active	indicative	third person	singular	I keep; I guard	verb	14	-	Jn 9:16,Jn 14:24,1 Jn 5:18	-	-
τηρεῖν	τηρέω	-	-	present	active	infinitive	-	-	I keep; I guard	verb	14	-	Mt 28:20,Ac 15:5,Ac 16:23,1 Co 7:37,Eph 4:3,2 Pe 2:9,Jas 1:27	-	-
τηρεῖσθαι	τηρέω	-	-	present	passive	infinitive	-	-	I keep; I guard	verb	14	-	Ac 24:23,Ac 25:4,Ac 25:21	-	-
τηρεῖτε	τηρέω	-	-	present	active	imperative	second person	plural	I keep; I guard	verb	14	-	Mt 23:3	-	-
τηρηθείη	τηρέω	-	-	aorist	passive	optative	third person	singular	I keep; I guard	verb	14	-	1 Th 5:23	-	-
τηρηθῆναι	τηρέω	-	-	aorist	passive	infinitive	-	-	I keep; I guard	verb	14	-	Ac 25:21	-	-
τηρουμένους	τηρέω	masculine	accusative	present	passive	participle	-	plural	I keep; I guard	verb	14	-	2 Pe 2:4	-	-
τηρούμενοι	τηρέω	masculine	nominative	present	passive	participle	-	plural	I keep; I guard	verb	14	-	2 Pe 3:7	-	-
τηρούντων	τηρέω	masculine	genitive	present	active	participle	-	plural	I keep; I guard	verb	14	-	Re 12:17,Re 22:9	-	-
τηροῦμεν	τηρέω	-	-	present	active	indicative	first person	plural	I keep; I guard	verb	14	-	1 Jn 3:22	-	-
τηροῦντες	τηρέω	masculine	nominative	present	active	participle	-	plural	I keep; I guard	verb	14	-	Mt 27:54,Mt 28:4,Re 1:3,Re 14:12	-	-
τηρῆσαί	τηρέω	-	-	aorist	active	infinitive	-	-	I keep; I guard	verb	14	-	1 Ti 6:14	-	-
τηρῇ	τηρέω	-	-	present	active	subjunctive	third person	singular	I keep; I guard	verb	14	-	1 Jn 2:5	-	-
τηρῶ	τηρέω	-	-	present	active	indicative	first person	singular	I keep; I guard	verb	14	-	Jn 8:55	-	-
τηρῶμεν	τηρέω	-	-	present	active	subjunctive	first person	plural	I keep; I guard	verb	14	-	1 Jn 2:3,1 Jn 5:3	-	-
τηρῶν	τηρέω	masculine	nominative	present	active	participle	-	singular	I keep; I guard	verb	14	-	Jn 14:21,1 Jn 2:4,1 Jn 3:24,Re 2:26,Re 16:15,Re 22:7	-	-
ἐτήρησάς	τηρέω	-	-	aorist	active	indicative	second person	singular	I keep; I guard	verb	14	-	Re 3:8	-	-
ἐτήρησα	τηρέω	-	-	aorist	active	indicative	first person	singular	I keep; I guard	verb	14	-	2 Co 11:9	-	-
ἐτήρησαν	τηρέω	-	-	aorist	active	indicative	third person	plural	I keep; I guard	verb	14	-	Jn 15:20	-	-
ἐτήρησας	τηρέω	-	-	aorist	active	indicative	second person	singular	I keep; I guard	verb	14	-	Re 3:10	-	-
ἐτήρουν	τηρέω	-	-	imperfect	active	indicative	first person	singular	I keep; I guard	verb	14	-	Jn 17:12	-	-
ἐτήρουν	τηρέω	-	-	imperfect	active	indicative	third person	plural	I keep; I guard	verb	14	-	Mt 27:36,Ac 12:6	-	-
ἐτηρεῖτο	τηρέω	-	-	imperfect	passive	indicative	third person	singular	I keep; I guard	verb	14	-	Ac 12:5	-	-
τίμα	τιμάω	-	-	present	active	imperative	second person	singular	I honor	verb	44	-	1 Ti 5:3,Eph 6:2,Lk 18:20,Mk 10:19,Mk 7:10,Mt 19:19,Mt 15:4	-	-
τετιμημένου	τιμάω	masculine	genitive	perfect	passive	participle	-	singular	I honor	verb	44	-	Mt 27:9	-	-
τιμήσατε	τιμάω	-	-	aorist	active	imperative	second person	plural	I honor	verb	44	-	1 Pe 2:17	-	-
τιμήσει	τιμάω	-	-	future	active	indicative	third person	singular	I honor	verb	44	-	Jn 12:26,Mt 15:6	-	-
τιμᾶτε	τιμάω	-	-	present	active	imperative	second person	plural	I honor	verb	44	-	1 Pe 2:17	-	-
τιμᾷ	τιμάω	-	-	present	active	indicative	third person	singular	I honor	verb	44	-	Jn 5:23,Mk 7:6,Mt 15:8	-	-
τιμῶ	τιμάω	-	-	present	active	indicative	first person	singular	I honor	verb	44	-	Jn 8:49	-	-
τιμῶν	τιμάω	masculine	nominative	present	active	participle	-	singular	I honor	verb	44	-	Jn 5:23	-	-
τιμῶσιν	τιμάω	-	-	present	active	indicative	third person	plural	I honor	verb	44	-	Jn 5:23	-	-
τιμῶσιν	τιμάω	-	-	present	active	subjunctive	third person	plural	I honor	verb	44	-	Jn 5:23	-	-
ἐτίμησαν	τιμάω	-	-	aorist	active	indicative	third person	plural	I honor	verb	44	-	Ac 28:10	-	-
ἐτιμήσαντο	τιμάω	-	-	aorist	middle	indicative	third person	plural	I honor	verb	44	-	Mt 27:9	-	-
τιμήν	τιμή	feminine	accusative	-	-	-	-	singular	honor; value	noun	33	-	Ro 13:7,1 Co 12:24,2 Ti 2:21,Mt 27:9,Jn 4:44,Ro 2:7,Ro 9:21,Ro 13:7,1 Co 12:23,2 Ti 2:20,Heb 3:3,Heb 5:4,1 Pe 1:7,1 Pe 3:7,2 Pe 1:17,Re 4:9,Re 4:11,Re 5:12,Re 21:26	-	-
τιμαῖς	τιμή	feminine	dative	-	-	-	-	plural	honor; value	noun	33	-	Ac 28:10	-	-
τιμάς	τιμή	feminine	accusative	-	-	-	-	plural	honor; value	noun	33	-	Ac 4:34,Ac 19:19	-	-
τιμή	τιμή	feminine	nominative	-	-	-	-	singular	honor; value	noun	33	-	Mt 27:6,Ro 2:10,1 Ti 1:17,1 Ti 6:16,1 Pe 2:7,Re 5:13,Re 7:12	-	-
τιμῆς	τιμή	feminine	genitive	-	-	-	-	singular	honor; value	noun	33	-	Ac 5:2,Ac 5:3,Ac 7:16,1 Co 6:20,1 Co 7:23,1 Ti 5:17,1 Ti 6:1	-	-
τιμῇ	τιμή	feminine	dative	-	-	-	-	singular	honor; value	noun	33	-	Ro 12:10,1 Th 4:4,Heb 2:7,Heb 2:9,Col 2:23	-	-
τινῶν	τις	masculine	genitive	-	-	-	-	plural	someone, something; anyone, anything; certain	adjective, pronoun	17	-	1 Ti 5:24,Ac 24:1	-	indefinite
τί	τις	neuter	accusative	-	-	-	-	singular	someone, something; anyone, anything; certain	pronoun	17	-	Ac 9:6,Ac 24:20,Ac 25:26	-	interrogative
τί	τις	neuter	nominative	-	-	-	-	singular	someone, something; anyone, anything; certain	pronoun	17	-	Ac 25:5,1 Co 10:19,1 Co 10:19,Ga 6:15	-	indefinite
τίνα	τις	neuter	accusative	-	-	-	-	plural	someone, something; anyone, anything; certain	pronoun	17	-	Ac 17:20	-	interrogative
τίνες	τις	masculine	nominative	-	-	-	-	plural	someone, something; anyone, anything; certain	pronoun	17	-	Heb 3:16	-	interrogative
τίνι	τις	masculine	dative	-	-	-	-	singular	someone, something; anyone, anything; certain	adjective, pronoun	17	-	1 Co 15:2	-	interrogative
τίς	τις	masculine	nominative	-	-	-	-	singular	someone, something; anyone, anything; certain	pronoun	17	-	Jn 12:47,Jn 16:30,Ro 8:24	-	interrogative
τίς	τις	masculine	nominative	-	-	-	-	singular	someone, something; anyone, anything; certain	adjective, pronoun	17	-	Ac 25:14	-	interrogative
τίς	τις	masculine	nominative	-	-	-	-	singular	someone, something; anyone, anything; certain	pronoun	17	-	Ac 13:15,2 Co 11:16,Tt 1:6	-	indefinite
τι	τις	neuter	accusative	-	-	-	-	singular	someone, something; anyone, anything; certain	pronoun	17	-	Mt 5:23,Mt 18:28,Mt 20:20,Mt 21:3,Mk 6:23,Mk 8:23,Mk 9:22,Mk 11:13,Mk 11:25,Mk 13:15,Mk 16:18,Lk 7:40,Lk 10:35,Lk 11:54,Lk 12:4,Lk 19:8,Lk 24:41,Jn 2:5,Jn 5:19,Jn 6:7,Jn 7:4,Jn 8:25,Jn 13:29,Jn 14:13,Jn 14:14,Jn 15:16,Jn 16:23,Ac 3:5,Ac 4:32,Ac 17:21,Ac 17:21,Ac 19:32,Ac 19:39,Ac 21:34,Ac 21:37,Ac 23:17,Ac 23:18,Ac 23:20,Ac 24:19,Ac 25:8,Ac 25:11,Ac 25:26,Ac 26:26,Ac 26:31,Ac 28:19,Ac 28:21,Ro 14:14,Ro 15:18,1 Co 2:2,1 Co 4:5,1 Co 8:2,1 Co 10:31,1 Co 14:35,1 Co 16:2,2 Co 2:10,2 Co 2:10,2 Co 3:5,2 Co 7:14,2 Co 11:1,2 Co 11:16,2 Co 12:6,2 Co 13:8,Ga 5:6,Eph 5:27,Eph 6:8,Php 3:15,Col 3:17,1 Th 1:8,1 Ti 6:7,Phm 18,Heb 2:7,Heb 2:9,Heb 8:3,Heb 11:40,Jas 1:7,1 Jn 5:14,3 Jn 9	-	indefinite
τι	τις	neuter	nominative	-	-	-	-	singular	someone, something; anyone, anything; certain	pronoun	17	-	Jn 5:14,Jn 6:12,1 Co 3:7,Ga 2:6,Ga 6:3,1 Ti 1:10	-	indefinite
τι	τις	neuter	accusative	-	-	-	-	singular	someone, something; anyone, anything; certain	adjective, pronoun	17	-	Lk 11:36,Lk 23:8,Jn 21:5,Ac 5:2,Ac 8:36,Ac 10:11,Ac 11:5,Ac 27:16,Ac 28:3,Ro 1:11,1 Co 11:18,2 Co 10:8	-	indefinite
τι	τις	neuter	accusative	-	-	-	-	singular	someone, something; anyone, anything; certain	pronoun, adjective	17	-	Ro 9:11	-	indefinite
τι	τις	neuter	nominative	-	-	-	-	singular	someone, something; anyone, anything; certain	adjective, pronoun	17	-	Ac 18:14,Php 2:1	-	indefinite
τινά	τις	feminine, masculine	accusative	-	-	-	-	singular	someone, something; anyone, anything; certain	adjective, pronoun	17	-	Lk 10:38	-	indefinite
τινάς	τις	feminine	accusative	-	-	-	-	plural	someone, something; anyone, anything; certain	adjective, pronoun	17	-	Ac 10:48,Ac 16:12,Ac 9:19,Ac 24:24	-	indefinite
τινές	τις	masculine	nominative	-	-	-	-	plural	someone, something; anyone, anything; certain	pronoun	17	-	Jn 9:16,Ga 1:7,Mt 27:47,Lk 6:2,Lk 11:15,Jn 7:44,Jn 11:37,Jn 11:46,Jn 13:29,Ac 15:24,Ac 17:18,Ac 19:31,Ac 23:9,1 Co 8:7,1 Co 10:10,1 Co 15:6,Php 1:15,Php 1:15	-	indefinite
τινα	τις	neuter	accusative	-	-	-	-	plural	someone, something; anyone, anything; certain	adjective, pronoun	17	-	Ac 25:19	-	indefinite
τινα	τις	neuter	nominative	-	-	-	-	plural	someone, something; anyone, anything; certain	pronoun	17	-	2 Pe 3:16	-	indefinite
τινα	τις	neuter	accusative	-	-	-	-	plural	someone, something; anyone, anything; certain	pronoun	17	-	Ac 17:20	-	indefinite
τινα	τις	masculine	accusative	-	-	-	-	singular	someone, something; anyone, anything; certain	adjective, pronoun	17	-	Mk 15:21,Lk 23:26,Ac 9:33,Ac 10:5,Ac 18:2,Ac 25:16,Ac 27:39,1 Co 1:16	-	indefinite
τινα	τις	masculine	accusative	-	-	-	-	singular	someone, something; anyone, anything; certain	pronoun	17	-	Mk 9:38,Lk 8:51,Lk 9:49,Jn 13:20,Ac 7:24,Ac 8:9,Ac 19:38,Ac 24:12,1 Co 5:1,2 Co 12:17,Col 3:13,1 Th 2:9,2 Th 3:8,Ac 5:36	-	indefinite
τινα	τις	feminine	accusative	-	-	-	-	singular	someone, something; anyone, anything; certain	adjective, pronoun	17	-	Lk 17:12,Lk 21:2,Ac 27:26,1 Co 9:12,Jas 1:18	-	indefinite
τινας	τις	feminine	accusative	-	-	-	-	plural	someone, something; anyone, anything; certain	adjective, pronoun	17	-	Ac 15:36	-	indefinite
τινας	τις	masculine	accusative	-	-	-	-	plural	someone, something; anyone, anything; certain	pronoun	17	-	Mk 12:13,Ac 9:2,Ac 12:1,Ga 2:12,2 Th 3:11,2 Pe 3:9	-	indefinite
τινας	τις	masculine	accusative	-	-	-	-	plural	someone, something; anyone, anything; certain	adjective, pronoun	17	-	Lk 18:9,Ac 15:2,Ac 17:6,Ac 19:1,Ac 27:1,2 Co 10:2	-	indefinite
τινες	τις	feminine	nominative	-	-	-	-	plural	someone, something; anyone, anything; certain	adjective, pronoun	17	-	Lk 8:2,Lk 24:22	-	indefinite
τινες	τις	masculine	nominative	-	-	-	-	plural	someone, something; anyone, anything; certain	adjective, pronoun	17	-	Lk 13:31,Jn 12:20,Jud 4	-	indefinite
τινες	τις	feminine	nominative	-	-	-	-	plural	someone, something; anyone, anything; certain	pronoun	17	-	1 Ti 5:15	-	indefinite
τινες	τις	masculine	nominative	-	-	-	-	plural	someone, something; anyone, anything; certain	pronoun	17	-	Mt 9:3,Mt 12:38,Mt 16:28,Mt 28:11,Mk 2:6,Mk 7:1,Mk 8:3,Mk 9:1,Mk 11:5,Mk 14:4,Mk 14:57,Mk 14:65,Mk 15:35,Lk 9:27,Lk 13:1,Lk 19:39,Lk 20:27,Lk 20:39,Lk 24:24,Jn 6:64,Jn 7:25,Ac 6:9,Ac 10:23,Ac 11:20,Ac 15:1,Ac 15:5,Ac 17:4,Ac 17:18,Ac 17:28,Ac 19:9,Ac 19:13,Ro 3:3,Ro 3:8,Ro 11:17,1 Co 4:18,1 Co 6:11,1 Co 10:7,1 Co 10:8,1 Co 10:9,1 Co 15:12,1 Co 15:34,2 Co 3:1,1 Ti 1:6,1 Ti 1:19,1 Ti 4:1,1 Ti 6:10,1 Ti 6:21,Heb 13:2,1 Pe 3:1,2 Pe 3:9	-	indefinite
τινι	τις	masculine	dative	-	-	-	-	singular	someone, something; anyone, anything; certain	adjective, pronoun	17	-	Mt 18:12,Lk 7:41,Ac 9:43,Ac 10:6,Ac 21:16	-	indefinite
τινι	τις	feminine	dative	-	-	-	-	singular	someone, something; anyone, anything; certain	adjective, pronoun	17	-	Lk 18:2,Col 2:23	-	indefinite
τινι	τις	neuter	dative	-	-	-	-	singular	someone, something; anyone, anything; certain	adjective, pronoun	17	-	Ga 6:1	-	indefinite
τινι	τις	masculine	dative	-	-	-	-	singular	someone, something; anyone, anything; certain	pronoun	17	-	1 Th 5:15,Heb 3:12	-	indefinite
τινος	τις	masculine	genitive	-	-	-	-	singular	someone, something; anyone, anything; certain	adjective, pronoun	17	-	Lk 7:2,Lk 14:1,Ac 19:14,Ac 25:19	-	indefinite
τινος	τις	neuter	genitive	-	-	-	-	singular	someone, something; anyone, anything; certain	pronoun	17	-	Lk 22:35,Ac 17:25,1 Co 6:12	-	indefinite
τινος	τις	masculine	genitive	-	-	-	-	singular	someone, something; anyone, anything; certain	pronoun	17	-	Mk 11:25,Mk 12:19,Lk 14:8,Lk 20:28,1 Co 3:14,1 Co 3:15,1 Co 15:37,2 Th 3:8,Heb 3:4	-	indefinite
τινων	τις	masculine	genitive	-	-	-	-	plural	someone, something; anyone, anything; certain	pronoun	17	-	Lk 9:7,Lk 9:8,Lk 21:5,Jn 20:23,Jn 20:23,2 Ti 2:18	-	indefinite
τινων	τις	neuter	genitive	-	-	-	-	plural	someone, something; anyone, anything; certain	pronoun	17	-	Ac 27:44	-	indefinite
τινός	τις	masculine	genitive	-	-	-	-	singular	someone, something; anyone, anything; certain	adjective, pronoun	17	-	Ac 24:1,Lk 12:16	-	indefinite
τινός	τις	masculine	genitive	-	-	-	-	singular	someone, something; anyone, anything; certain	pronoun	17	-	Lk 19:8,Ac 8:34,Ac 18:7	-	indefinite
τινά	τις	feminine	accusative	-	-	-	-	singular	someone, something; anyone, anything; certain	adjective, pronoun	17	-	Lk 23:19,Ac 16:16,Ac 27:27,Ro 15:26,Heb 4:7	-	indefinite
τινά	τις	masculine	accusative	-	-	-	-	singular	someone, something; anyone, anything; certain	pronoun	17	-	Mt 8:28,Jas 5:12	-	indefinite
τινά	τις	masculine	accusative	-	-	-	-	singular	someone, something; anyone, anything; certain	adjective, pronoun	17	-	Ac 13:6,Ac 18:23,Ac 27:8,Ro 1:13,1 Co 16:7	-	indefinite
τινάς	τις	masculine	accusative	-	-	-	-	plural	someone, something; anyone, anything; certain	pronoun	17	-	Mk 7:2,Lk 7:18,Ac 23:23,Ro 11:14,1 Co 9:22,Heb 4:6	-	indefinite
