Reference	Text
Ro 3:12	All have turned aside; together they have become worthless; no one does good, not even one.” 
Ro 3:13	“Their throat is an open grave; they use their tongues to deceive.” “The venom of asps is under their lips.” 
Ro 3:14	“Their mouth is full of curses and bitterness.” 
Ro 3:15	“Their feet are swift to shed blood; 
Ro 3:16	in their paths are ruin and misery, 
Ro 3:17	and the way of peace they have not known.” 
Ro 3:18	“There is no fear of God before their eyes.” 
Ro 3:19	Now we know that whatever the law says it speaks to those who are under the law, so that every mouth may be stopped, and the whole world may be held accountable to God. 
Ro 3:20	For by works of the law no human being will be justified in his sight, since through the law comes knowledge of sin. 
Ro 3:21	But now the righteousness of God has been manifested apart from the law, although the Law and the Prophets bear witness to it— 
Ro 3:22	the righteousness of God through faith in Jesus Christ for all who believe. For there is no distinction: 
Ro 3:23	for all have sinned and fall short of the glory of God, 
Ro 3:24	and are justified by his grace as a gift, through the redemption that is in Christ Jesus, 
Ro 3:25	whom God put forward as a propitiation by his blood, to be received by faith. This was to show God’s righteousness, because in his divine forbearance he had passed over former sins. 
Ro 3:26	It was to show his righteousness at the present time, so that he might be just and the justifier of the one who has faith in Jesus. 
Ro 3:27	Then what becomes of our boasting? It is excluded. By what kind of law? By a law of works? No, but by the law of faith. 
Ro 3:28	For we hold that one is justified by faith apart from works of the law. 
Ro 3:29	Or is God the God of Jews only? Is he not the God of Gentiles also? Yes, of Gentiles also, 
Ro 3:30	since God is one—who will justify the circumcised by faith and the uncircumcised through faith. 
Ro 3:31	Do we then overthrow the law by this faith? By no means! On the contrary, we uphold the law. 
Ro 4:1	What then shall we say was gained by Abraham, our forefather according to the flesh? 
Ro 4:2	For if Abraham was justified by works, he has something to boast about, but not before God. 
Ro 4:3	For what does the Scripture say? “Abraham believed God, and it was counted to him as righteousness.” 
Ro 4:4	Now to the one who works, his wages are not counted as a gift but as his due. 
Ro 4:5	And to the one who does not work but believes in him who justifies the ungodly, his faith is counted as righteousness, 
Ro 4:6	just as David also speaks of the blessing of the one to whom God counts righteousness apart from works: 
Ro 4:7	“Blessed are those whose lawless deeds are forgiven, and whose sins are covered; 
Ro 4:8	blessed is the man against whom the Lord will not count his sin.” 
Ro 4:9	Is this blessing then only for the circumcised, or also for the uncircumcised? For we say that faith was counted to Abraham as righteousness. 
Ro 4:10	How then was it counted to him? Was it before or after he had been circumcised? It was not after, but before he was circumcised. 
Ro 4:11	He received the sign of circumcision as a seal of the righteousness that he had by faith while he was still uncircumcised. The purpose was to make him the father of all who believe without being circumcised, so that righteousness would be counted to them as well, 
Ro 4:12	and to make him the father of the circumcised who are not merely circumcised but who also walk in the footsteps of the faith that our father Abraham had before he was circumcised. 
Ro 4:13	For the promise to Abraham and his offspring that he would be heir of the world did not come through the law but through the righteousness of faith. 
Ro 4:14	For if it is the adherents of the law who are to be the heirs, faith is null and the promise is void. 
Ro 4:15	For the law brings wrath, but where there is no law there is no transgression. 
Ro 4:16	That is why it depends on faith, in order that the promise may rest on grace and be guaranteed to all his offspring—not only to the adherent of the law but also to the one who shares the faith of Abraham, who is the father of us all, 
Ro 4:17	as it is written, “I have made you the father of many nations”—in the presence of the God in whom he believed, who gives life to the dead and calls into existence the things that do not exist. 
Ro 4:18	In hope he believed against hope, that he should become the father of many nations, as he had been told, “So shall your offspring be.” 
Ro 4:19	He did not weaken in faith when he considered his own body, which was as good as dead (since he was about a hundred years old), or when he considered the barrenness of Sarah’s womb. 
Ro 4:20	No unbelief made him waver concerning the promise of God, but he grew strong in his faith as he gave glory to God, 
Ro 4:21	fully convinced that God was able to do what he had promised. 
Ro 4:22	That is why his faith was “counted to him as righteousness.” 
Ro 4:23	But the words “it was counted to him” were not written for his sake alone, 
Ro 4:24	but for ours also. It will be counted to us who believe in him who raised from the dead Jesus our Lord, 
Ro 4:25	who was delivered up for our trespasses and raised for our justification. 
Ro 5:1	Therefore, since we have been justified by faith, we have peace with God through our Lord Jesus Christ. 
Ro 5:2	Through him we have also obtained access by faith into this grace in which we stand, and we rejoice in hope of the glory of God. 
Ro 5:3	Not only that, but we rejoice in our sufferings, knowing that suffering produces endurance, 
Ro 5:4	and endurance produces character, and character produces hope, 
Ro 5:5	and hope does not put us to shame, because God’s love has been poured into our hearts through the Holy Spirit who has been given to us. 
Ro 5:6	For while we were still weak, at the right time Christ died for the ungodly. 
Ro 5:7	For one will scarcely die for a righteous person—though perhaps for a good person one would dare even to die— 
Ro 5:8	but God shows his love for us in that while we were still sinners, Christ died for us. 
Ro 5:9	Since, therefore, we have now been justified by his blood, much more shall we be saved by him from the wrath of God. 
Ro 5:10	For if while we were enemies we were reconciled to God by the death of his Son, much more, now that we are reconciled, shall we be saved by his life. 
Ro 5:11	More than that, we also rejoice in God through our Lord Jesus Christ, through whom we have now received reconciliation. 
Ro 5:12	Therefore, just as sin came into the world through one man, and death through sin, and so death spread to all men because all sinned— 
Ro 5:13	for sin indeed was in the world before the law was given, but sin is not counted where there is no law. 
Ro 5:14	Yet death reigned from Adam to Moses, even over those whose sinning was not like the transgression of Adam, who was a type of the one who was to come. 
Ro 5:15	But the free gift is not like the trespass. For if many died through one man’s trespass, much more have the grace of God and the free gift by the grace of that one man Jesus Christ abounded for many. 
