Result	Lemma	Gender	Case	Tense	Voice	Mood	Person	Number	Gloss	Part	Chapter	Adverb/particle Type	Reference	Sense	Pronoun Type
μαρτυρήσω	μαρτυρέω	-	-	aorist	active	subjunctive	first person	singular	I testify, bear witness	verb	14	-	Jn 18:37	to bear witness	-
μαρτυρήσῃ	μαρτυρέω	-	-	aorist	active	subjunctive	third person	singular	I testify, bear witness	verb	14	-	Jn 1:7,Jn 1:8,Jn 2:25	to bear witness	-
μαρτυρεῖ	μαρτυρέω	-	-	present	active	indicative	third person	singular	I testify, bear witness	verb	14	-	Jn 5:32,Jn 5:36,Ac 22:5	to testify approvingly	-
μαρτυρεῖ	μαρτυρέω	-	-	present	active	indicative	third person	singular	I testify, bear witness	verb	14	-	Jn 1:15,Jn 3:32,Jn 8:18,Jn 10:25	to bear witness	-
μαρτυρεῖν	μαρτυρέω	-	-	present	active	infinitive	-	-	I testify, bear witness	verb	14	-	Ac 26:5	to bear witness	-
μαρτυρεῖς	μαρτυρέω	-	-	present	active	indicative	second person	singular	I testify, bear witness	verb	14	-	Jn 8:13	to bear witness	-
μαρτυρεῖται	μαρτυρέω	-	-	present	passive	indicative	third person	singular	I testify, bear witness	verb	14	-	Heb 7:17	to be testified	-
μαρτυρεῖτε	μαρτυρέω	-	-	present	active	indicative	second person	plural	I testify, bear witness	verb	14	-	Mt 23:31,Jn 3:28,Jn 15:27	to bear witness	-
μαρτυρηθέντες	μαρτυρέω	masculine	nominative	aorist	passive	participle	-	plural	I testify, bear witness	verb	14	-	Heb 11:39	to be approvingly testified of	-
μαρτυρουμένη	μαρτυρέω	feminine	nominative	present	passive	participle	-	singular	I testify, bear witness	verb	14	-	Ro 3:21,1 Ti 5:10	to be testified	-
μαρτυρουμένους	μαρτυρέω	masculine	accusative	present	passive	participle	-	plural	I testify, bear witness	verb	14	-	Ac 6:3	to be approvingly testified of	-
μαρτυρούμενος	μαρτυρέω	masculine	nominative	present	passive	participle	-	singular	I testify, bear witness	verb	14	-	Ac 22:12	to be approvingly testified of	-
μαρτυρούμενος	μαρτυρέω	masculine	nominative	present	passive	participle	-	singular	I testify, bear witness	verb	14	-	Heb 7:8	to be testified	-
μαρτυρούμενός	μαρτυρέω	masculine	nominative	present	passive	participle	-	singular	I testify, bear witness	verb	14	-	Ac 10:22	to be approvingly testified of	-
μαρτυρούντων	μαρτυρέω	masculine	genitive	present	active	participle	-	plural	I testify, bear witness	verb	14	-	3 Jn 3	to testify approvingly	-
μαρτυρούσης	μαρτυρέω	feminine	genitive	present	active	participle	-	singular	I testify, bear witness	verb	14	-	Jn 4:39	to bear witness	-
μαρτυροῦμεν	μαρτυρέω	-	-	present	active	indicative	first person	plural	I testify, bear witness	verb	14	-	1 Jn 1:2,1 Jn 4:14,3 Jn 12	to testify approvingly	-
μαρτυροῦμεν	μαρτυρέω	-	-	present	active	indicative	first person	plural	I testify, bear witness	verb	14	-	Jn 3:11	to bear witness	-
μαρτυροῦν	μαρτυρέω	neuter	nominative	present	active	participle	-	singular	I testify, bear witness	verb	14	-	1 Jn 5:6	to testify approvingly	-
μαρτυροῦντες	μαρτυρέω	masculine	nominative	present	active	participle	-	plural	I testify, bear witness	verb	14	-	1 Jn 5:7	to testify approvingly	-
μαρτυροῦντι	μαρτυρέω	masculine	dative	present	active	participle	-	singular	I testify, bear witness	verb	14	-	Ac 14:3	to testify approvingly	-
μαρτυροῦντος	μαρτυρέω	masculine	genitive	present	active	participle	-	singular	I testify, bear witness	verb	14	-	Heb 11:4	to testify approvingly	-
μαρτυροῦσαι	μαρτυρέω	feminine	nominative	present	active	participle	-	plural	I testify, bear witness	verb	14	-	Jn 5:39	to testify approvingly	-
μαρτυροῦσιν	μαρτυρέω	-	-	present	active	indicative	third person	plural	I testify, bear witness	verb	14	-	Ac 10:43	to testify approvingly	-
μαρτυρῆσαι	μαρτυρέω	-	-	aorist	active	infinitive	-	-	I testify, bear witness	verb	14	-	Ac 23:11,Re 22:16	to bear witness	-
μαρτυρῶ	μαρτυρέω	-	-	present	active	subjunctive	first person	singular	I testify, bear witness	verb	14	-	Jn 8:14	to bear witness	-
μαρτυρῶ	μαρτυρέω	-	-	present	active	indicative	first person	singular	I testify, bear witness	verb	14	-	Jn 7:7,Ro 10:2,2 Co 8:3,Col 4:13	to bear witness	-
μαρτυρῶ	μαρτυρέω	-	-	present	active	indicative	first person	singular	I testify, bear witness	verb	14	-	Ga 4:15	to testify approvingly	-
μαρτυρῶ	μαρτυρέω	-	-	present	active	subjunctive	first person	singular	I testify, bear witness	verb	14	-	Jn 5:31	to testify approvingly	-
μαρτυρῶν	μαρτυρέω	masculine	nominative	present	active	participle	-	singular	I testify, bear witness	verb	14	-	Jn 5:32	to testify approvingly	-
μαρτυρῶν	μαρτυρέω	masculine	nominative	present	active	participle	-	singular	I testify, bear witness	verb	14	-	Jn 8:18,Jn 21:24,Re 22:20	to bear witness	-
μαρτύρησον	μαρτυρέω	-	-	aorist	active	imperative	second person	singular	I testify, bear witness	verb	14	-	Jn 18:23	to bear witness	-
μεμαρτύρηκα	μαρτυρέω	-	-	perfect	active	indicative	first person	singular	I testify, bear witness	verb	14	-	Jn 1:34	to bear witness	-
μεμαρτύρηκας	μαρτυρέω	-	-	perfect	active	indicative	second person	singular	I testify, bear witness	verb	14	-	Jn 3:26	to testify approvingly	-
μεμαρτύρηκεν	μαρτυρέω	-	-	perfect	active	indicative	third person	singular	I testify, bear witness	verb	14	-	Jn 5:33,Jn 19:35	to bear witness	-
μεμαρτύρηκεν	μαρτυρέω	-	-	perfect	active	indicative	third person	singular	I testify, bear witness	verb	14	-	Jn 5:37,1 Jn 5:9,1 Jn 5:10	to testify approvingly	-
μεμαρτύρηται	μαρτυρέω	-	-	perfect	passive	indicative	third person	singular	I testify, bear witness	verb	14	-	Heb 11:5,3 Jn 12	to be approvingly testified of	-
ἐμαρτυρήθη	μαρτυρέω	-	-	aorist	passive	indicative	third person	singular	I testify, bear witness	verb	14	-	Heb 11:4	to be approvingly testified of	-
ἐμαρτυρήθησαν	μαρτυρέω	-	-	aorist	passive	indicative	third person	plural	I testify, bear witness	verb	14	-	Heb 11:2	to be approvingly testified of	-
ἐμαρτυρήσαμεν	μαρτυρέω	-	-	aorist	active	indicative	first person	plural	I testify, bear witness	verb	14	-	1 Co 15:15	to bear witness	-
ἐμαρτυρεῖτο	μαρτυρέω	-	-	imperfect	passive	indicative	third person	singular	I testify, bear witness	verb	14	-	Ac 16:2	to be approvingly testified of	-
ἐμαρτύρησάν	μαρτυρέω	-	-	aorist	active	indicative	third person	plural	I testify, bear witness	verb	14	-	3 Jn 6	to testify approvingly	-
ἐμαρτύρησεν	μαρτυρέω	-	-	aorist	active	indicative	third person	singular	I testify, bear witness	verb	14	-	Ac 15:8,Re 1:2	to testify approvingly	-
ἐμαρτύρησεν	μαρτυρέω	-	-	aorist	active	indicative	third person	singular	I testify, bear witness	verb	14	-	Jn 1:32,Jn 4:44,Jn 13:21	to bear witness	-
ἐμαρτύρουν	μαρτυρέω	-	-	imperfect	active	indicative	third person	plural	I testify, bear witness	verb	14	-	Lk 4:22	to bear witness	-
Ἐμαρτύρει	μαρτυρέω	-	-	imperfect	active	indicative	third person	singular	I testify, bear witness	verb	14	-	Jn 12:17	to bear witness	-
μαρτυρία	μαρτυρία	feminine	nominative	-	-	-	-	singular	testimony, witness	noun	35	-	Mk 14:59,Jn 1:19,Jn 5:31,Jn 5:32,Jn 8:13,Jn 8:14,Jn 8:17,Jn 19:35,Jn 21:24,Tt 1:13,1 Jn 5:9,1 Jn 5:9,1 Jn 5:11,3 Jn 12,Re 19:10	testimony (witness)	-
μαρτυρίαι	μαρτυρία	feminine	nominative	-	-	-	-	plural	testimony, witness	noun	35	-	Mk 14:56	testimony (witness)	-
μαρτυρίαν	μαρτυρία	feminine	accusative	-	-	-	-	singular	testimony, witness	noun	35	-	Jn 1:7,Re 1:9,Re 6:9,Re 11:7	testimony (evidence)	-
μαρτυρίαν	μαρτυρία	feminine	accusative	-	-	-	-	singular	testimony, witness	noun	35	-	1 Ti 3:7	character testimony	-
μαρτυρίαν	μαρτυρία	feminine	accusative	-	-	-	-	singular	testimony, witness	noun	35	-	Mk 14:55,Jn 3:11,Jn 3:32,Jn 3:33,Jn 5:34,Jn 5:36,Ac 22:18,1 Jn 5:9,1 Jn 5:10,1 Jn 5:10,Re 1:2,Re 12:17,Re 19:10,Re 20:4	testimony (witness)	-
μαρτυρίας	μαρτυρία	feminine	genitive	-	-	-	-	singular	testimony, witness	noun	35	-	Lk 22:71,Re 12:11	testimony (witness)	-
μαρτυρίου	μαρτύριον	neuter	genitive	-	-	-	-	singular	-	noun	-	-	Ac 7:44,Re 15:5	testimony object	-
μαρτύριον	μαρτύριον	neuter	nominative	-	-	-	-	singular	-	noun	-	-	1 Co 1:6,2 Th 1:10	testimony (witness)	-
μαρτύριον	μαρτύριον	neuter	accusative	-	-	-	-	singular	-	noun	-	-	Ac 4:33	to bear witness, testimony (evidence)	-
μαρτύριον	μαρτύριον	neuter	nominative, accusative	-	-	-	-	singular	-	noun	-	-	1 Ti 2:6	testimony (evidence)	-
μαρτύριον	μαρτύριον	neuter	nominative	-	-	-	-	singular	-	noun	-	-	2 Co 1:12	testimony (evidence)	-
μαρτύριον	μαρτύριον	neuter	accusative	-	-	-	-	singular	-	noun	-	-	Mt 8:4,Mt 10:18,Mt 24:14	testimony (witness)	-
μαρτύριον	μαρτύριον	neuter	accusative	-	-	-	-	singular	-	noun	-	-	Mk 1:44,Mk 6:11,Mk 13:9,Lk 5:14,Lk 9:5,Lk 21:13,2 Ti 1:8,Heb 3:5,Jas 5:3	testimony (evidence)	-
Μετὰ	μετά	-	-	-	-	-	-	-	+gen., with; +acc., after	preposition	13	-	Mt 1:12,Mt 25:19,Mt 26:73,Mk 1:14,Mk 16:8,Mk 16:12,Lk 1:24,Lk 10:1,Jn 2:12,Jn 3:22,Jn 4:43,Jn 5:1,Jn 6:1,Jn 19:28,Jn 19:38,Jn 21:1,Ac 15:13,Ac 15:36,Ac 18:1,Ac 20:1,Ac 21:15,Ac 24:1,Ac 24:24,Ac 28:11,Col 1:11,Re 4:1,Re 7:1,Re 7:9,Re 18:1,Re 19:1	-	-
μεθʼ	μετά	-	-	-	-	-	-	-	+gen., with; +acc., after	preposition	13	-	Mt 1:23,Mt 12:45,Mt 14:7,Mt 15:30,Mt 17:1,Mt 17:17,Mt 25:3,Mt 26:11,Mt 26:29,Mt 28:20,Mk 8:14,Mk 9:8,Mk 14:7,Lk 9:49,Lk 22:15,Lk 22:53,Lk 24:29,Jn 7:33,Jn 12:8,Jn 13:33,Jn 14:9,Jn 14:16,Jn 14:30,Jn 16:4,Jn 20:26,Ac 20:18,Ro 16:20,1 Co 6:7,1 Co 16:23,2 Co 13:11,Php 4:9,Col 4:18,1 Th 5:28,2 Th 1:7,1 Ti 6:21,2 Ti 4:22,Heb 13:23,1 Jn 1:3,1 Jn 2:19,1 Jn 4:17,2 Jn 2,2 Jn 3,Re 17:2	-	-
μετʼ	μετά	-	-	-	-	-	-	-	+gen., with; +acc., after	preposition	13	-	Mt 2:3,Mt 5:25,Mt 5:41,Mt 9:15,Mt 12:3,Mt 12:4,Mt 12:30,Mt 12:30,Mt 17:3,Mt 21:2,Mt 25:10,Mt 25:19,Mt 25:31,Mt 26:23,Mt 26:36,Mt 26:38,Mt 26:40,Mt 26:47,Mt 27:54,Mk 1:36,Mk 2:19,Mk 2:19,Mk 2:25,Mk 3:5,Mk 3:14,Mk 4:36,Mk 5:18,Mk 5:24,Mk 5:37,Mk 5:40,Mk 6:50,Mk 14:18,Mk 14:20,Mk 14:33,Mk 14:43,Mk 16:10,Lk 1:58,Lk 1:66,Lk 2:51,Lk 5:29,Lk 5:34,Lk 6:3,Lk 6:4,Lk 6:17,Lk 7:36,Lk 10:37,Lk 11:7,Lk 11:23,Lk 11:23,Lk 12:13,Lk 15:13,Lk 15:31,Lk 22:21,Lk 22:28,Lk 22:59,Lk 23:12,Lk 23:43,Lk 24:30,Jn 3:2,Jn 3:22,Jn 4:27,Jn 6:43,Jn 6:66,Jn 8:29,Jn 9:40,Jn 11:16,Jn 11:31,Jn 11:56,Jn 12:17,Jn 13:8,Jn 15:27,Jn 16:19,Jn 16:32,Jn 17:12,Jn 17:24,Jn 18:5,Jn 18:18,Jn 18:26,Jn 19:18,Jn 20:24,Jn 20:26,Ac 7:5,Ac 7:9,Ac 9:28,Ac 9:39,Ac 10:38,Ac 11:21,Ac 13:25,Ac 14:27,Ac 15:4,Ac 15:33,Ac 19:4,Ac 20:34,Ac 26:12,Ac 27:14,1 Co 7:12,1 Co 7:13,2 Co 8:18,Eph 6:7,2 Th 1:7,2 Ti 4:11,Tt 3:15,Heb 11:31,1 Jn 1:6,1 Jn 1:7,Re 1:12,Re 2:16,Re 2:22,Re 3:4,Re 3:20,Re 3:20,Re 3:21,Re 4:1,Re 6:8,Re 10:8,Re 11:7,Re 12:9,Re 13:4,Re 14:1,Re 14:13,Re 17:1,Re 17:14,Re 18:3,Re 18:9,Re 19:20,Re 20:6,Re 21:3,Re 21:3,Re 21:9,Re 21:15,Re 22:12	-	-
μετὰ	μετά	-	-	-	-	-	-	-	+gen., with; +acc., after	preposition	13	-	Mt 2:11,Mt 4:21,Mt 8:11,Mt 9:11,Mt 12:41,Mt 12:42,Mt 13:20,Mt 16:27,Mt 18:16,Mt 18:23,Mt 19:10,Mt 20:2,Mt 20:20,Mt 22:16,Mt 24:29,Mt 24:30,Mt 24:31,Mt 24:49,Mt 24:51,Mt 25:4,Mt 26:2,Mt 26:18,Mt 26:20,Mt 26:32,Mt 26:47,Mt 26:51,Mt 26:55,Mt 26:58,Mt 26:69,Mt 26:71,Mt 26:72,Mt 27:34,Mt 27:41,Mt 27:53,Mt 27:62,Mt 27:63,Mt 27:66,Mt 28:8,Mt 28:12,Mk 1:13,Mk 1:20,Mk 1:29,Mk 2:16,Mk 2:16,Mk 3:6,Mk 3:7,Mk 4:16,Mk 6:25,Mk 8:10,Mk 8:31,Mk 8:38,Mk 9:2,Mk 9:31,Mk 10:30,Mk 10:34,Mk 11:11,Mk 13:24,Mk 13:26,Mk 14:1,Mk 14:14,Mk 14:17,Mk 14:28,Mk 14:43,Mk 14:48,Mk 14:54,Mk 14:62,Mk 14:67,Mk 14:70,Mk 15:1,Mk 15:7,Mk 15:31,Mk 16:19,Lk 1:28,Lk 1:39,Lk 1:72,Lk 2:36,Lk 2:46,Lk 5:27,Lk 5:30,Lk 8:13,Lk 9:28,Lk 9:39,Lk 10:17,Lk 11:31,Lk 11:32,Lk 12:4,Lk 12:5,Lk 12:46,Lk 12:58,Lk 13:1,Lk 14:9,Lk 14:31,Lk 15:29,Lk 15:30,Lk 17:8,Lk 17:15,Lk 17:20,Lk 18:4,Lk 21:27,Lk 22:11,Lk 22:20,Lk 22:33,Lk 22:37,Lk 22:52,Lk 22:58,Lk 24:5,Lk 24:52,Jn 3:25,Jn 3:26,Jn 4:27,Jn 5:14,Jn 6:3,Jn 7:1,Jn 9:37,Jn 11:7,Jn 11:11,Jn 11:54,Jn 13:7,Jn 13:27,Jn 18:2,Jn 18:3,Jn 19:40,Jn 20:7,Ac 1:3,Ac 1:5,Ac 1:26,Ac 2:28,Ac 2:29,Ac 4:29,Ac 4:31,Ac 5:26,Ac 5:37,Ac 7:4,Ac 7:7,Ac 7:38,Ac 7:45,Ac 9:19,Ac 10:37,Ac 10:41,Ac 12:4,Ac 13:15,Ac 13:17,Ac 13:20,Ac 14:23,Ac 15:16,Ac 15:35,Ac 17:11,Ac 18:10,Ac 19:21,Ac 20:6,Ac 20:19,Ac 20:29,Ac 20:31,Ac 24:1,Ac 24:3,Ac 24:18,Ac 24:18,Ac 25:1,Ac 25:12,Ac 25:23,Ac 27:10,Ac 27:24,Ac 28:13,Ac 28:17,Ac 28:31,Ro 12:15,Ro 12:15,Ro 12:18,Ro 15:10,Ro 15:33,1 Co 6:6,1 Co 11:25,1 Co 16:11,1 Co 16:12,1 Co 16:24,2 Co 6:15,2 Co 6:16,2 Co 7:15,2 Co 8:4,2 Co 13:13,Ga 1:18,Ga 2:1,Ga 2:12,Ga 3:17,Ga 4:25,Ga 4:30,Ga 6:18,Eph 4:2,Eph 4:2,Eph 4:25,Eph 6:5,Eph 6:23,Eph 6:24,Php 1:4,Php 2:12,Php 2:29,Php 4:3,Php 4:6,Php 4:23,1 Th 1:6,1 Th 3:13,2 Th 3:12,2 Th 3:16,2 Th 3:18,1 Ti 1:14,1 Ti 2:9,1 Ti 2:15,1 Ti 3:4,1 Ti 4:3,1 Ti 4:4,1 Ti 4:14,1 Ti 6:6,2 Ti 2:10,2 Ti 2:22,2 Ti 4:11,2 Ti 4:22,Tt 2:15,Tt 3:10,Tt 3:15,Phm 25,Heb 4:7,Heb 4:8,Heb 4:16,Heb 5:7,Heb 7:21,Heb 7:28,Heb 8:10,Heb 9:3,Heb 9:19,Heb 9:27,Heb 10:15,Heb 10:16,Heb 10:22,Heb 10:26,Heb 10:34,Heb 11:9,Heb 12:14,Heb 12:17,Heb 12:28,Heb 13:17,Heb 13:25,1 Pe 1:11,1 Pe 3:16,2 Pe 1:15,1 Jn 1:3,1 Jn 1:3,Re 1:7,Re 1:19,Re 3:21,Re 4:1,Re 9:12,Re 11:11,Re 12:7,Re 12:17,Re 13:7,Re 14:4,Re 15:5,Re 17:12,Re 17:14,Re 19:19,Re 19:19,Re 20:3,Re 20:4,Re 21:3,Re 22:21	-	-
μετάνοιάν	μετάνοια	feminine	accusative	-	-	-	-	singular	-	noun	-	-	Ro 2:4	repentance ⇔ reconsideration	-
μετάνοιαν	μετάνοια	feminine	accusative	-	-	-	-	singular	-	noun	-	-	Mt 3:11,Lk 5:32,Lk 24:47,Ac 5:31,Ac 11:18,Ac 20:21,2 Co 7:9,2 Co 7:10,2 Ti 2:25,Heb 6:6,2 Pe 3:9	repentance ⇔ reconsideration	-
μετανοίας	μετάνοια	feminine	genitive	-	-	-	-	singular	-	noun	-	-	Mt 3:8,Mk 1:4,Lk 3:3,Lk 3:8,Lk 15:7,Ac 13:24,Ac 19:4,Ac 26:20,Heb 6:1,Heb 12:17	repentance ⇔ reconsideration	-
μετάβα	μεταβαίνω	-	-	aorist	active	imperative	second person	singular	-	verb	-	-	Mt 17:20	to go (travel)	-
μετάβηθι	μεταβαίνω	-	-	aorist	active	imperative	second person	singular	-	verb	-	-	Jn 7:3	to pass on	-
μετέβη	μεταβαίνω	-	-	aorist	active	indicative	third person	singular	-	verb	-	-	Mt 11:1	to pass on	-
μεταβέβηκεν	μεταβαίνω	-	-	perfect	active	indicative	third person	singular	-	verb	-	-	Jn 5:24	to change ⇔ transfer	-
μεταβήσεται	μεταβαίνω	-	-	future	middle	indicative	third person	singular	-	verb	-	-	Mt 17:20	to go (travel)	-
μεταβαίνετε	μεταβαίνω	-	-	present	active	imperative	second person	plural	-	verb	-	-	Lk 10:7	to go (travel)	-
μεταβεβήκαμεν	μεταβαίνω	-	-	perfect	active	indicative	first person	plural	-	verb	-	-	1 Jn 3:14	to change ⇔ transfer	-
μεταβὰς	μεταβαίνω	masculine	nominative	aorist	active	participle	-	singular	-	verb	-	-	Mt 12:9,Mt 15:29,Ac 18:7	to pass on	-
μεταβῇ	μεταβαίνω	-	-	aorist	active	subjunctive	third person	singular	-	verb	-	-	Mt 8:34,Jn 13:1	to pass on	-
μεταδιδοὺς	μεταδίδωμι	masculine	nominative	present	active	participle	-	singular	-	verb	-	-	Ro 12:8	to apportion	-
μεταδιδόναι	μεταδίδωμι	-	-	present	active	infinitive	-	-	-	verb	-	-	Eph 4:28	to apportion	-
μεταδοῦναι	μεταδίδωμι	-	-	aorist	active	infinitive	-	-	-	verb	-	-	1 Th 2:8	to apportion	-
μεταδότω	μεταδίδωμι	-	-	aorist	active	imperative	third person	singular	-	verb	-	-	Lk 3:11	to apportion	-
μεταδῶ	μεταδίδωμι	-	-	aorist	active	subjunctive	first person	singular	-	verb	-	-	Ro 1:11	to apportion	-
μετανοήσατε	μετανοέω	-	-	aorist	active	imperative	second person	plural	I am repenting	verb	36	-	Ac 2:38,Ac 3:19	to reconsider (repent)	-
μετανοήσουσιν	μετανοέω	-	-	future	active	indicative	third person	plural	I am repenting	verb	36	-	Lk 16:30	to reconsider (repent)	-
μετανοήσωσιν	μετανοέω	-	-	aorist	active	subjunctive	third person	plural	I am repenting	verb	36	-	Re 2:22	to reconsider (repent)	-
μετανοήσῃ	μετανοέω	-	-	aorist	active	subjunctive	third person	singular	I am repenting	verb	36	-	Lk 17:3,Re 2:21	to reconsider (repent)	-
μετανοήσῃς	μετανοέω	-	-	aorist	active	subjunctive	second person	singular	I am repenting	verb	36	-	Re 2:5	to reconsider (repent)	-
μετανοεῖν	μετανοέω	-	-	present	active	infinitive	-	-	I am repenting	verb	36	-	Ac 17:30,Ac 26:20	to reconsider (repent)	-
μετανοεῖτε	μετανοέω	-	-	present	active	imperative	second person	plural	I am repenting	verb	36	-	Mt 3:2,Mt 4:17,Mk 1:15	to reconsider (repent)	-
μετανοησάντων	μετανοέω	masculine	genitive	aorist	active	participle	-	plural	I am repenting	verb	36	-	2 Co 12:21	to reconsider (repent)	-
μετανοοῦντι	μετανοέω	masculine	dative	present	active	participle	-	singular	I am repenting	verb	36	-	Lk 15:7,Lk 15:10	to reconsider (repent)	-
μετανοῆσαι	μετανοέω	-	-	aorist	active	infinitive	-	-	I am repenting	verb	36	-	Re 2:21	to reconsider (repent)	-
μετανοῆτε	μετανοέω	-	-	present	active	subjunctive	second person	plural	I am repenting	verb	36	-	Lk 13:3,Lk 13:5	to reconsider (repent)	-
μετανοῶ	μετανοέω	-	-	present	active	indicative	first person	singular	I am repenting	verb	36	-	Lk 17:4	to reconsider (repent)	-
μετανοῶσιν	μετανοέω	-	-	present	active	subjunctive	third person	plural	I am repenting	verb	36	-	Mk 6:12	to reconsider (repent)	-
μετανόησον	μετανοέω	-	-	aorist	active	imperative	second person	singular	I am repenting	verb	36	-	Ac 8:22,Re 2:5,Re 2:16,Re 3:3,Re 3:19	to reconsider (repent)	-
μετενόησαν	μετανοέω	-	-	aorist	active	indicative	third person	plural	I am repenting	verb	36	-	Mt 11:20,Mt 11:21,Mt 12:41,Lk 10:13,Lk 11:32,Re 9:20,Re 9:21,Re 16:9,Re 16:11	to reconsider (repent)	-
μηδʼ	μηδέ	-	-	-	-	-	-	-	nor, and not (μηδέ...μηδέ, neither...nor) (with non-indicative mood verbs)	adverb, particle	25	negative	1 Pe 5:3	-	-
μηδὲ	μηδέ	-	-	-	-	-	-	-	nor, and not (μηδέ...μηδέ, neither...nor) (with non-indicative mood verbs)	particle, conjunction	25	negative	Mt 6:25,Mt 7:6,Mt 10:9,Mt 10:9,Mt 10:10,Mt 10:10,Mt 10:10,Mt 10:14,Mt 22:29,Mt 24:20,Mk 6:11,Mk 12:24,Mk 13:15,Lk 3:14,Lk 12:22,Lk 14:12,Lk 14:12,Lk 14:12,Lk 16:26,Lk 17:23,Jn 4:15,Jn 14:27,Ac 4:18,Ac 21:21,Ro 6:13,Ro 9:11,Ro 14:21,Ro 14:21,1 Co 5:8,1 Co 10:7,Php 2:3,Col 2:21,Col 2:21,2 Th 2:2,1 Ti 1:4,1 Ti 5:22,1 Ti 6:17,2 Ti 1:8,Heb 12:5,1 Pe 3:14,1 Jn 2:15,1 Jn 3:18	-	-
μηδὲ	μηδέ	-	-	-	-	-	-	-	nor, and not (μηδέ...μηδέ, neither...nor) (with non-indicative mood verbs)	conjunction, particle	25	negative	1 Co 10:8,1 Co 10:9,1 Co 10:10,2 Co 4:2	-	-
μηδὲ	μηδέ	-	-	-	-	-	-	-	nor, and not (μηδέ...μηδέ, neither...nor) (with non-indicative mood verbs)	adverb, particle	25	negative	Mt 23:10,Mk 2:2,Mk 3:20,Mk 8:26,1 Co 5:11,Eph 4:27,Eph 5:3,2 Th 3:10,1 Pe 5:2	-	-
Μηδείς	μηδείς	masculine	nominative	-	-	-	-	singular	no one (= μή + εἷς – used with non-indicative verbs)	adjective	30	-	1 Ti 4:12	-	-
Μηδεμίαν	μηδείς	feminine	accusative	-	-	-	-	singular	no one (= μή + εἷς – used with non-indicative verbs)	adjective	30	-	2 Co 6:3	-	-
Μηδενὶ	μηδείς	masculine	dative	-	-	-	-	singular	no one (= μή + εἷς – used with non-indicative verbs)	adjective	30	-	Ro 13:8	-	-
Μηδεὶς	μηδείς	masculine	nominative	-	-	-	-	singular	no one (= μή + εἷς – used with non-indicative verbs)	adjective	30	-	1 Co 3:18,Eph 5:6	-	-
μηδέν	μηδείς	neuter	accusative	-	-	-	-	singular	no one (= μή + εἷς – used with non-indicative verbs)	adjective	30	-	2 Co 13:7	-	-
μηδένα	μηδείς	masculine	accusative	-	-	-	-	singular	no one (= μή + εἷς – used with non-indicative verbs)	adjective	30	-	Lk 10:4,Ac 9:7,Ac 24:23,1 Th 3:3,2 Th 2:3,Tt 3:2	-	-
μηδένα	μηδείς	masculine	accusative	-	-	-	-	singular	no one (= μή + εἷς – used with non-indicative verbs)	adjective	30	-	Lk 3:14,Ac 10:28	nothing	-
μηδείς	μηδείς	masculine	nominative	-	-	-	-	singular	no one (= μή + εἷς – used with non-indicative verbs)	adjective	30	-	Tt 2:15	-	-
μηδεμίαν	μηδείς	feminine	accusative	-	-	-	-	singular	no one (= μή + εἷς – used with non-indicative verbs)	adjective	30	-	Ac 13:28,Ac 25:17,Ac 28:18,1 Ti 5:14,Heb 10:2,1 Pe 3:6	-	-
μηδενὶ	μηδείς	neuter	dative	-	-	-	-	singular	no one (= μή + εἷς – used with non-indicative verbs)	adjective	30	-	1 Co 1:7,2 Co 6:3,2 Co 7:9,Php 1:28,Jas 1:4	-	-
μηδενὶ	μηδείς	masculine	dative	-	-	-	-	singular	no one (= μή + εἷς – used with non-indicative verbs)	adjective	30	-	Mt 8:4,Mt 16:20,Mt 17:9,Mk 1:44,Mk 7:36,Mk 8:30,Mk 9:9,Lk 5:14,Lk 8:56,Lk 9:21,Ac 4:17,Ac 11:19,Ac 23:22,Ro 12:17,1 Ti 5:22	-	-
μηδενὸς	μηδείς	neuter	genitive	-	-	-	-	singular	no one (= μή + εἷς – used with non-indicative verbs)	adjective	30	-	Ac 19:40,1 Th 4:12	-	-
μηδενὸς	μηδείς	neuter	genitive	-	-	-	-	singular	no one (= μή + εἷς – used with non-indicative verbs)	adjective	30	-	Ac 23:14	nothing	-
μηδεὶς	μηδείς	masculine	nominative	-	-	-	-	singular	no one (= μή + εἷς – used with non-indicative verbs)	adjective	30	-	Mt 9:30,Mk 5:43,Mk 11:14,1 Co 3:21,1 Co 10:24,Ga 6:17,Col 2:4,Col 2:18,Jas 1:13,1 Jn 3:7,Re 3:11	-	-
μηδὲν	μηδείς	neuter	accusative	-	-	-	-	singular	no one (= μή + εἷς – used with non-indicative verbs)	adjective	30	-	Lk 4:35,Ac 15:28,Ac 16:28,Ac 23:29,Php 2:3,Php 4:6,2 Th 3:11,1 Ti 5:21,1 Ti 6:4,Tt 2:8,Jas 1:6,3 Jn 7,Re 2:10	-	-
μηδὲν	μηδείς	neuter	accusative	-	-	-	-	singular	no one (= μή + εἷς – used with non-indicative verbs)	adjective	30	-	Ac 10:20,Ac 11:12	none (at all)	-
μηδὲν	μηδείς	neuter	nominative	-	-	-	-	singular	no one (= μή + εἷς – used with non-indicative verbs)	adjective	30	-	Mt 27:19,Ac 8:24	nothing	-
μηδὲν	μηδείς	neuter	nominative, accusative	-	-	-	-	singular	no one (= μή + εἷς – used with non-indicative verbs)	adjective	30	-	Tt 3:13	nothing	-
