Result	Lemma	Gender	Case	Tense	Voice	Mood	Person	Number	Gloss	Part	Chapter	Adverb/particle Type	Reference	Sense	Pronoun Type
φανερὸν	φανερός	masculine	accusative	-	-	-	-	singular	clear, evident	adjective	37	-	Mt 12:16	well known, to make known	-
φανερὸν	φανερός	neuter	accusative	-	-	-	-	singular	clear, evident	adjective	37	-	Lk 8:17	evident	-
φανερὸν	φανερός	neuter	nominative	-	-	-	-	singular	clear, evident	adjective	37	-	Mk 6:14,Ac 4:16	well known	-
φανερὸν	φανερός	masculine	accusative	-	-	-	-	singular	clear, evident	adjective	37	-	Mk 3:12	evident	-
φανερὸν	φανερός	neuter	nominative	-	-	-	-	singular	clear, evident	adjective	37	-	Ac 7:13,1 Co 3:13	to be manifest, evident	-
φανερῷ	φανερός	neuter	dative	-	-	-	-	singular	clear, evident	adjective	37	-	Ro 2:28,Ro 2:28	open to view	-
πεφανέρωται	φανερόω	-	-	perfect	passive	indicative	third person	singular	I am revealing; I am appearing	verb	31	-	Ro 3:21,Heb 9:26	to be manifest	-
πεφανερώμεθα	φανερόω	-	-	perfect	passive	indicative	first person	plural	I am revealing; I am appearing	verb	31	-	2 Co 5:11	to be manifest	-
πεφανερῶσθαι	φανερόω	-	-	perfect	passive	infinitive	-	-	I am revealing; I am appearing	verb	31	-	2 Co 5:11,Heb 9:8	to be manifest	-
φανέρωσον	φανερόω	-	-	aorist	active	imperative	second person	singular	I am revealing; I am appearing	verb	31	-	Jn 7:4	to make manifest	-
φανερούμενοι	φανερόω	masculine	nominative	present	passive	participle	-	plural	I am revealing; I am appearing	verb	31	-	2 Co 3:3	to be manifest	-
φανερούμενον	φανερόω	neuter	nominative	present	passive	participle	-	singular	I am revealing; I am appearing	verb	31	-	Eph 5:14	to be manifest	-
φανεροῦντι	φανερόω	masculine	dative	present	active	participle	-	singular	I am revealing; I am appearing	verb	31	-	2 Co 2:14	to make manifest	-
φανεροῦται	φανερόω	-	-	present	passive	indicative	third person	singular	I am revealing; I am appearing	verb	31	-	Eph 5:13	to be manifest	-
φανερωθέντος	φανερόω	masculine	genitive	aorist	passive	participle	-	singular	I am revealing; I am appearing	verb	31	-	Ro 16:26	to make manifest	-
φανερωθέντος	φανερόω	masculine	genitive	aorist	passive	participle	-	singular	I am revealing; I am appearing	verb	31	-	1 Pe 5:4	to appear (in sight)	-
φανερωθέντος	φανερόω	masculine	genitive	aorist	passive	participle	-	singular	I am revealing; I am appearing	verb	31	-	1 Pe 1:20	to be manifest	-
φανερωθήσεσθε	φανερόω	-	-	future	passive	indicative	second person	plural	I am revealing; I am appearing	verb	31	-	Col 3:4	to appear (in sight)	-
φανερωθεῖσαν	φανερόω	feminine	accusative	aorist	passive	participle	-	singular	I am revealing; I am appearing	verb	31	-	2 Ti 1:10	to be manifest	-
φανερωθῆναι	φανερόω	-	-	aorist	passive	infinitive	-	-	I am revealing; I am appearing	verb	31	-	2 Co 5:10	to appear (official)	-
φανερωθῆναι	φανερόω	-	-	aorist	passive	infinitive	-	-	I am revealing; I am appearing	verb	31	-	2 Co 7:12	to be manifest	-
φανερωθῇ	φανερόω	-	-	aorist	passive	subjunctive	third person	singular	I am revealing; I am appearing	verb	31	-	Col 3:4,1 Jn 2:28,1 Jn 3:2	to appear (in sight)	-
φανερωθῇ	φανερόω	-	-	aorist	passive	subjunctive	third person	singular	I am revealing; I am appearing	verb	31	-	Jn 1:31,Jn 3:21,Jn 9:3,2 Co 4:10,2 Co 4:11,Re 3:18	to be manifest	-
φανερωθῇ	φανερόω	-	-	aorist	passive	subjunctive	third person	singular	I am revealing; I am appearing	verb	31	-	Mk 4:22	to be visible	-
φανερωθῶσιν	φανερόω	-	-	aorist	passive	subjunctive	third person	plural	I am revealing; I am appearing	verb	31	-	1 Jn 2:19	to be manifest	-
φανερώσαντες	φανερόω	masculine	nominative	aorist	active	participle	-	plural	I am revealing; I am appearing	verb	31	-	2 Co 11:6	to make manifest	-
φανερώσει	φανερόω	-	-	future	active	indicative	third person	singular	I am revealing; I am appearing	verb	31	-	1 Co 4:5	to reveal	-
φανερώσω	φανερόω	-	-	aorist	active	subjunctive	first person	singular	I am revealing; I am appearing	verb	31	-	Col 4:4	to make manifest	-
ἐφανέρωσεν	φανερόω	-	-	aorist	active	indicative	third person	singular	I am revealing; I am appearing	verb	31	-	Jn 2:11,Jn 21:1,Jn 21:1,Ro 1:19,Tt 1:3	to make manifest	-
ἐφανερώθη	φανερόω	-	-	aorist	passive	indicative	third person	singular	I am revealing; I am appearing	verb	31	-	Mk 16:12,Mk 16:14,1 Jn 1:2,1 Jn 1:2,1 Jn 3:5,1 Jn 3:8	to appear (in sight)	-
ἐφανερώθη	φανερόω	-	-	aorist	passive	indicative	third person	singular	I am revealing; I am appearing	verb	31	-	Jn 21:14,Col 1:26,1 Ti 3:16,1 Jn 3:2,1 Jn 4:9	to be manifest	-
ἐφανερώθησαν	φανερόω	-	-	aorist	passive	indicative	third person	plural	I am revealing; I am appearing	verb	31	-	Re 15:4	to be manifest	-
Ἐφανέρωσά	φανερόω	-	-	aorist	active	indicative	first person	singular	I am revealing; I am appearing	verb	31	-	Jn 17:6	to make manifest	-
Φεύγετε	φεύγω	-	-	present	active	imperative	second person	plural	I am fleeing, escaping	verb	38	-	1 Co 6:18	to flee	-
φευγέτωσαν	φεύγω	-	-	present	active	imperative	third person	plural	I am fleeing, escaping	verb	38	-	Mt 24:16,Mk 13:14,Lk 21:21	to flee	-
φεύγει	φεύγω	-	-	present	active	indicative	third person	singular	I am fleeing, escaping	verb	38	-	Re 9:6	to avoid ⇔ escape	-
φεύγει	φεύγω	-	-	present	active	indicative	third person	singular	I am fleeing, escaping	verb	38	-	Jn 10:12	to flee	-
φεύγετε	φεύγω	-	-	present	active	imperative	second person	plural	I am fleeing, escaping	verb	38	-	Mt 10:23,1 Co 10:14	to flee	-
φεύξεται	φεύγω	-	-	future	middle	indicative	third person	singular	I am fleeing, escaping	verb	38	-	Jas 4:7	to flee	-
φεύξονται	φεύγω	-	-	future	middle	indicative	third person	plural	I am fleeing, escaping	verb	38	-	Jn 10:5	to flee	-
φεῦγε	φεύγω	-	-	present	active	imperative	second person	singular	I am fleeing, escaping	verb	38	-	Mt 2:13,1 Ti 6:11	to flee	-
φεῦγε	φεύγω	-	-	present	active	imperative	second person	singular	I am fleeing, escaping	verb	38	-	2 Ti 2:22	to shun ⇔ flee	-
φυγεῖν	φεύγω	-	-	aorist	active	infinitive	-	-	I am fleeing, escaping	verb	38	-	Ac 27:30	to escape	-
φυγεῖν	φεύγω	-	-	aorist	active	infinitive	-	-	I am fleeing, escaping	verb	38	-	Mt 3:7,Lk 3:7	to flee	-
φύγητε	φεύγω	-	-	aorist	active	subjunctive	second person	plural	I am fleeing, escaping	verb	38	-	Mt 23:33	to escape	-
ἔφυγεν	φεύγω	-	-	aorist	active	indicative	third person	singular	I am fleeing, escaping	verb	38	-	Mk 14:52,Ac 7:29	to flee	-
ἔφυγεν	φεύγω	-	-	aorist	active	indicative	third person	singular	I am fleeing, escaping	verb	38	-	Re 20:11,Re 16:20	to vanish ⇔ flee	-
ἔφυγεν	φεύγω	-	-	aorist	active	indicative	third person	singular	I am fleeing, escaping	verb	38	-	Re 12:6	to escape	-
ἔφυγον	φεύγω	-	-	aorist	active	indicative	third person	plural	I am fleeing, escaping	verb	38	-	Heb 11:34	to escape	-
ἔφυγον	φεύγω	-	-	aorist	active	indicative	third person	plural	I am fleeing, escaping	verb	38	-	Mt 8:33,Mt 26:56,Mk 5:14,Mk 14:50,Mk 16:8,Lk 8:34	to flee	-
φασίν	φημί	-	-	present	active	indicative	third person	plural	I say	verb	28	-	Ro 3:8	to say (declare)	-
φημι	φημί	-	-	present	active	indicative	first person	singular	I say	verb	28	-	1 Co 10:15,1 Co 15:50	to say (express)	-
φημι	φημί	-	-	present	active	indicative	first person	singular	I say	verb	28	-	1 Co 7:29,1 Co 10:19	to mean (intend)	-
φησίν	φημί	-	-	present	active	indicative	third person	singular	I say	verb	28	-	1 Co 6:16	to say (declare)	-
φησίν	φημί	-	-	present	active	indicative	third person	singular	I say	verb	28	-	Ac 2:38,Ac 10:31	-	-
φησίν	φημί	-	-	present	active	indicative	third person	singular	I say	verb	28	-	Mt 14:8,Lk 7:40,Jn 18:29,Ac 19:35,Ac 22:2,Ac 23:18,Ac 25:5,Ac 25:22,Ac 26:25,2 Co 10:10	to say (express)	-
φησιν	φημί	-	-	present	active	indicative	third person	singular	I say	verb	28	-	Mt 13:29,Ac 8:36,Ac 25:24,Ac 26:24,Heb 8:5	to say (express)	-
ἔφη	φημί	-	-	imperfect	active	indicative	third person	singular	I say	verb	28	-	Mt 4:7,Mt 8:8,Mt 13:28,Mt 19:21,Mt 21:27,Mt 22:37,Mt 25:21,Mt 25:23,Mt 26:34,Mt 26:61,Mt 27:11,Mt 27:23,Mt 27:65,Mk 9:12,Mk 10:20,Mk 10:29,Mk 14:29,Lk 7:44,Lk 15:17,Lk 22:58,Lk 22:58,Lk 22:70,Lk 23:3,Lk 23:40,Jn 9:38,Ac 7:2,Ac 10:28,Ac 10:30,Ac 16:30,Ac 16:37,Ac 17:22,Ac 21:37,Ac 22:27,Ac 22:28,Ac 23:5,Ac 23:17,Ac 23:35,Ac 26:1,Ac 26:32	to say (express)	-
ἔφη	φημί	-	-	imperfect	active	indicative	third person	singular	I say	verb	28	-	Mt 17:26,Jn 1:23	to say (declare)	-
Ἔφη	φημί	-	-	imperfect	active	indicative	third person	singular	I say	verb	28	-	Mk 9:38,Mk 12:24	to say (express)	-
φθάσωμεν	φθάνω	-	-	aorist	active	subjunctive	first person	plural	-	verb	-	-	1 Th 4:15	to come before (temporal)	-
ἐφθάσαμεν	φθάνω	-	-	aorist	active	indicative	first person	plural	-	verb	-	-	2 Co 10:14	to arrive	-
ἐφθάσαμεν	φθάνω	-	-	aorist	active	indicative	first person	plural	-	verb	-	-	Php 3:16	to attain ⇔ arrive	-
ἔφθασεν	φθάνω	-	-	aorist	active	indicative	third person	singular	-	verb	-	-	Mt 12:28,Lk 11:20,1 Th 2:16	to arrive	-
ἔφθασεν	φθάνω	-	-	aorist	active	indicative	third person	singular	-	verb	-	-	Ro 9:31	to attain ⇔ arrive	-
φιάλας	φιάλη	feminine	accusative	-	-	-	-	plural	-	noun	-	-	Re 21:9,Re 17:1,Re 16:1,Re 15:7,Re 5:8	offering bowl	-
φιάλην	φιάλη	feminine	accusative	-	-	-	-	singular	-	noun	-	-	Re 16:17,Re 16:12,Re 16:10,Re 16:8,Re 16:4,Re 16:3,Re 16:2	offering bowl	-
πεφιλήκατε	φιλέω	-	-	perfect	active	indicative	second person	plural	I love; I kiss	verb	41	-	Jn 16:27	to love (care)	-
φιλήσω	φιλέω	-	-	aorist	active	subjunctive	first person	singular	I love; I kiss	verb	41	-	Mt 26:48,Mk 14:44	to kiss	-
φιλεῖ	φιλέω	-	-	present	active	indicative	third person	singular	I love; I kiss	verb	41	-	Jn 5:20,Jn 16:27,1 Co 16:22	to love (care)	-
φιλεῖς	φιλέω	-	-	present	active	indicative	second person	singular	I love; I kiss	verb	41	-	Jn 11:3,Jn 21:17,Jn 21:17	to love (care)	-
φιλούντων	φιλέω	masculine	genitive	present	active	participle	-	plural	I love; I kiss	verb	41	-	Lk 20:46	to love (like)	-
φιλοῦντας	φιλέω	masculine	accusative	present	active	participle	-	plural	I love; I kiss	verb	41	-	Tt 3:15	to love (care)	-
φιλοῦσιν	φιλέω	-	-	present	active	indicative	third person	plural	I love; I kiss	verb	41	-	Mt 6:5,Mt 23:6	to love (like)	-
φιλῆσαι	φιλέω	-	-	aorist	active	infinitive	-	-	I love; I kiss	verb	41	-	Lk 22:47	to kiss	-
φιλῶ	φιλέω	-	-	present	active	subjunctive	first person	singular	I love; I kiss	verb	41	-	Re 3:19	to love (care)	-
φιλῶ	φιλέω	-	-	present	active	indicative	first person	singular	I love; I kiss	verb	41	-	Jn 21:15,Jn 21:16,Jn 21:17	to love (care)	-
φιλῶν	φιλέω	masculine	nominative	present	active	participle	-	singular	I love; I kiss	verb	41	-	Mt 10:37,Mt 10:37,Jn 12:25	to love (care)	-
φιλῶν	φιλέω	masculine	nominative	present	active	participle	-	singular	I love; I kiss	verb	41	-	Re 22:15	to love (like)	-
ἐφίλει	φιλέω	-	-	imperfect	active	indicative	third person	singular	I love; I kiss	verb	41	-	Jn 11:36,Jn 15:19,Jn 20:2	to love (care)	-
Φοβηθῶμεν	φοβέομαι	-	-	aorist	passive	subjunctive	first person	plural	I fear, am afraid	verb	6	-	Heb 4:1	to fear (reverence)	-
φοβήθητε	φοβέομαι	-	-	aorist	passive	imperative	second person	plural	I fear, am afraid	verb	6	-	Re 14:7	to fear (reverence)	-
φοβήθητε	φοβέομαι	-	-	aorist	passive	imperative	second person	plural	I fear, am afraid	verb	6	-	Lk 12:5,Lk 12:5	to fear	-
φοβεῖσθαι	φοβέομαι	-	-	present	either middle or passive	infinitive	-	-	I fear, am afraid	verb	6	-	Ro 13:3	to fear	-
φοβεῖσθε	φοβέομαι	-	-	present	either middle or passive	imperative	second person	plural	I fear, am afraid	verb	6	-	1 Pe 2:17	to fear (reverence)	-
φοβεῖσθε	φοβέομαι	-	-	present	either middle or passive	imperative	second person	plural	I fear, am afraid	verb	6	-	Mt 10:28,Mt 10:28,Mt 10:31,Mt 14:27,Mt 17:7,Mt 28:5,Mt 28:10,Mk 6:50,Lk 2:10,Lk 12:7,Jn 6:20	to fear	-
φοβηθέντες	φοβέομαι	masculine	nominative	aorist	passive	participle	-	plural	I fear, am afraid	verb	6	-	Lk 8:25	to fear	-
φοβηθήσομαι	φοβέομαι	-	-	future	passive	indicative	first person	singular	I fear, am afraid	verb	6	-	Heb 13:6	to fear	-
φοβηθεὶς	φοβέομαι	masculine	nominative	aorist	passive	participle	-	singular	I fear, am afraid	verb	6	-	Mt 25:25,Ac 23:10,Heb 11:27	to fear	-
φοβηθεῖσα	φοβέομαι	feminine	nominative	aorist	passive	participle	-	singular	I fear, am afraid	verb	6	-	Mk 5:33	to fear	-
φοβηθῆτε	φοβέομαι	-	-	aorist	passive	subjunctive	second person	plural	I fear, am afraid	verb	6	-	Lk 12:5	to fear	-
φοβηθῆτε	φοβέομαι	-	-	aorist	passive	subjunctive, imperative	second person	plural	I fear, am afraid	verb	6	-	Mt 10:26,Lk 12:4,1 Pe 3:14	to fear	-
φοβηθῇ	φοβέομαι	-	-	aorist	passive	subjunctive	third person	singular	I fear, am afraid	verb	6	-	Re 15:4	to fear (reverence)	-
φοβηθῇς	φοβέομαι	-	-	aorist	passive	subjunctive	second person	singular	I fear, am afraid	verb	6	-	Mt 1:20	to fear	-
φοβουμένοις	φοβέομαι	masculine	dative	present	either middle or passive	participle	-	plural	I fear, am afraid	verb	6	-	Lk 1:50,Re 11:18	to fear (reverence)	-
φοβούμεθα	φοβέομαι	-	-	present	either middle or passive	indicative	first person	plural	I fear, am afraid	verb	6	-	Mt 21:26	to fear	-
φοβούμεναι	φοβέομαι	feminine	nominative	present	either middle or passive	participle	-	plural	I fear, am afraid	verb	6	-	1 Pe 3:6	to fear	-
φοβούμενοί	φοβέομαι	masculine	nominative	present	either middle or passive	participle	-	plural	I fear, am afraid	verb	6	-	Ac 27:17,Ac 27:29	to fear	-
φοβούμενοι	φοβέομαι	masculine	vocative, nominative	present	either middle or passive	participle	-	plural	I fear, am afraid	verb	6	-	Ac 13:16,Ac 13:26,Re 19:5	to fear (reverence)	-
φοβούμενοι	φοβέομαι	masculine	nominative	present	either middle or passive	participle	-	plural	I fear, am afraid	verb	6	-	Col 3:22	to fear (reverence)	-
φοβούμενος	φοβέομαι	masculine	nominative	present	either middle or passive	participle	-	singular	I fear, am afraid	verb	6	-	Lk 18:2,Ac 10:2,Ac 10:22,Ac 10:35	to fear (reverence)	-
φοβούμενος	φοβέομαι	masculine	nominative	present	either middle or passive	participle	-	singular	I fear, am afraid	verb	6	-	Ga 2:12,1 Jn 4:18	to fear	-
φοβοῦ	φοβέομαι	-	-	present	either middle or passive	imperative	second person	singular	I fear, am afraid	verb	6	-	Mk 5:36,Lk 1:13,Lk 1:30,Lk 5:10,Lk 8:50,Lk 12:32,Jn 12:15,Ac 18:9,Ac 27:24,Ro 11:20,Ro 13:4,Re 1:17,Re 2:10	to fear	-
φοβοῦμαι	φοβέομαι	-	-	present	either middle or passive	indicative	first person	singular	I fear, am afraid	verb	6	-	2 Co 11:3,2 Co 12:20,Ga 4:11	to fear	-
φοβοῦμαι	φοβέομαι	-	-	present	either middle or passive	indicative	first person	singular	I fear, am afraid	verb	6	-	Lk 18:4	to fear (reverence)	-
φοβῆται	φοβέομαι	-	-	present	either middle or passive	subjunctive	third person	singular	I fear, am afraid	verb	6	-	Eph 5:33	to fear (reverence)	-
φοβῇ	φοβέομαι	-	-	present	either middle or passive	indicative	second person	singular	I fear, am afraid	verb	6	-	Lk 23:40	to fear (reverence)	-
ἐφοβήθη	φοβέομαι	-	-	aorist	passive	indicative	third person	singular	I fear, am afraid	verb	6	-	Mt 2:22,Mt 14:5,Mt 14:30,Jn 19:8,Ac 22:29	to fear	-
ἐφοβήθησαν	φοβέομαι	-	-	aorist	passive	indicative	third person	plural	I fear, am afraid	verb	6	-	Mt 17:6,Mt 21:46,Mt 27:54,Mk 4:41,Mk 5:15,Mk 12:12,Lk 2:9,Lk 8:35,Lk 9:34,Lk 20:19,Jn 6:19,Ac 16:38,Heb 11:23	to fear	-
ἐφοβήθησαν	φοβέομαι	-	-	aorist	passive	indicative	third person	plural	I fear, am afraid	verb	6	-	Mt 9:8	to fear (reverence)	-
ἐφοβεῖτο	φοβέομαι	-	-	imperfect	either middle or passive	indicative	third person	singular	I fear, am afraid	verb	6	-	Mk 6:20	to fear	-
ἐφοβούμην	φοβέομαι	-	-	imperfect	either middle or passive	indicative	first person	singular	I fear, am afraid	verb	6	-	Lk 19:21	to fear	-
ἐφοβοῦντο	φοβέομαι	-	-	imperfect	either middle or passive	indicative	third person	plural	I fear, am afraid	verb	6	-	Mk 9:32,Mk 10:32,Mk 11:18,Mk 11:32,Mk 16:8,Lk 9:45,Lk 22:2,Jn 9:22,Ac 5:26,Ac 9:26	to fear	-
φράσον	φράζω	-	-	aorist	active	imperative	second person	singular	-	verb	-	-	Mt 15:15	to interpret (explain)	-
φρονήσετε	φρονέω	-	-	future	active	indicative	second person	plural	I am thinking	verb	40	-	Ga 5:10	to think thus	-
φρονεῖ	φρονέω	-	-	present	active	indicative	third person	singular	I am thinking	verb	40	-	Ro 14:6	to respect (regard)	-
φρονεῖν	φρονέω	-	-	present	active	infinitive	-	-	I am thinking	verb	40	-	Ro 12:3,Ro 12:3,Ro 15:5,Php 1:7,Php 4:2	to think thus	-
φρονεῖν	φρονέω	-	-	present	active	infinitive	-	-	I am thinking	verb	40	-	Php 4:10	to respect (regard)	-
φρονεῖς	φρονέω	-	-	present	active	indicative	second person	singular	I am thinking	verb	40	-	Mt 16:23,Mk 8:33,Ac 28:22	to think thus	-
φρονεῖτε	φρονέω	-	-	present	active	imperative	second person	plural	I am thinking	verb	40	-	2 Co 13:11,Php 2:5	to think thus	-
φρονεῖτε	φρονέω	-	-	present	active	imperative	second person	plural	I am thinking	verb	40	-	Col 3:2	to concentrate	-
φρονεῖτε	φρονέω	-	-	present	active	indicative	second person	plural	I am thinking	verb	40	-	Php 3:15	to think thus	-
φρονοῦντες	φρονέω	masculine	nominative	present	active	participle	-	plural	I am thinking	verb	40	-	Ro 12:16,Php 2:2,Php 3:19	to think thus	-
φρονοῦντες	φρονέω	masculine	nominative	present	active	participle	-	plural	I am thinking	verb	40	-	Ro 12:16	to think thus, to be haughty	-
φρονοῦσιν	φρονέω	-	-	present	active	indicative	third person	plural	I am thinking	verb	40	-	Ro 8:5	to think thus	-
φρονῆτε	φρονέω	-	-	present	active	subjunctive	second person	plural	I am thinking	verb	40	-	Php 2:2	to think thus	-
φρονῶμεν	φρονέω	-	-	present	active	subjunctive	first person	plural	I am thinking	verb	40	-	Php 3:15	to think thus	-
φρονῶν	φρονέω	masculine	nominative	present	active	participle	-	singular	I am thinking	verb	40	-	Ro 14:6	to respect (regard)	-
φρόνει	φρονέω	-	-	present	active	imperative	second person	singular	I am thinking	verb	40	-	Ro 11:20	to think thus, to be haughty	-
ἐφρονεῖτε	φρονέω	-	-	imperfect	active	indicative	second person	plural	I am thinking	verb	40	-	Php 4:10	to respect (regard)	-
ἐφρόνουν	φρονέω	-	-	imperfect	active	indicative	first person	singular	I am thinking	verb	40	-	1 Co 13:11	to think thus	-
φρονίμοις	φρόνιμος	masculine	dative	-	-	-	-	plural	prudent, wise	adjective	50	-	1 Co 10:15	judicious person	-
φρονίμοις	φρόνιμος	feminine	dative	-	-	-	-	plural	prudent, wise	adjective	50	-	Mt 25:8	judicious person	-
φρονίμῳ	φρόνιμος	masculine	dative	-	-	-	-	singular	prudent, wise	adjective	50	-	Mt 7:24	wise (judicious)	-
φρονιμώτεροι	φρόνιμος	masculine	nominative	-	-	-	-	plural	prudent, wise	adjective	50	-	Lk 16:8	wise (judicious)	-
φρόνιμοι	φρόνιμος	feminine	nominative	-	-	-	-	plural	prudent, wise	adjective	50	-	Mt 25:2	wise (judicious)	-
φρόνιμοι	φρόνιμος	masculine	nominative	-	-	-	-	plural	prudent, wise	adjective	50	-	2 Co 11:19,1 Co 4:10,Ro 12:16,Mt 10:16	wise (judicious)	-
φρόνιμοι	φρόνιμος	masculine	nominative	-	-	-	-	plural	prudent, wise	adjective	50	-	Ro 11:25	wise (characteristic)	-
φρόνιμοι	φρόνιμος	feminine	nominative	-	-	-	-	plural	prudent, wise	adjective	50	-	Mt 25:9,Mt 25:4	judicious person	-
φρόνιμος	φρόνιμος	masculine	nominative	-	-	-	-	singular	prudent, wise	adjective	50	-	Lk 12:42,Mt 24:45	wise (judicious)	-
φυλάξαι	φυλάσσω	-	-	aorist	active	infinitive	-	-	I am guarding	verb	37	-	2 Ti 1:12,Jud 24	to guard	-
φυλάξατε	φυλάσσω	-	-	aorist	active	imperative	second person	plural	I am guarding	verb	37	-	1 Jn 5:21	to guard	-
φυλάξει	φυλάσσω	-	-	future	active	indicative	third person	singular	I am guarding	verb	37	-	Jn 12:25,2 Th 3:3	to guard	-
φυλάξῃ	φυλάσσω	-	-	aorist	active	subjunctive	third person	singular	I am guarding	verb	37	-	Jn 12:47	to observe (conform)	-
φυλάξῃς	φυλάσσω	-	-	aorist	active	subjunctive	second person	singular	I am guarding	verb	37	-	1 Ti 5:21	to observe (conform)	-
φυλάσσειν	φυλάσσω	-	-	present	active	infinitive	-	-	I am guarding	verb	37	-	Ac 12:4	to guard	-
φυλάσσειν	φυλάσσω	-	-	present	active	infinitive	-	-	I am guarding	verb	37	-	Ac 16:4	to observe (conform)	-
φυλάσσεσθαι	φυλάσσω	-	-	present	passive, middle	infinitive	-	-	I am guarding	verb	37	-	Ac 23:35	to be guarded	-
φυλάσσεσθαι	φυλάσσω	-	-	present	middle	infinitive	-	-	I am guarding	verb	37	-	Ac 21:25	to restrain oneself ⇔ guard oneself	-
φυλάσσεσθε	φυλάσσω	-	-	present	middle	imperative	second person	plural	I am guarding	verb	37	-	2 Pe 3:17	to be guarded	-
φυλάσσεσθε	φυλάσσω	-	-	present	middle	imperative	second person	plural	I am guarding	verb	37	-	Lk 12:15	to restrain oneself ⇔ guard oneself	-
φυλάσσοντες	φυλάσσω	masculine	nominative	present	active	participle	-	plural	I am guarding	verb	37	-	Lk 2:8	to guard, to keep watch	-
φυλάσσοντες	φυλάσσω	masculine	nominative	present	active	participle	-	plural	I am guarding	verb	37	-	Lk 11:28	to restrain oneself ⇔ guard oneself	-
φυλάσσοντι	φυλάσσω	masculine	dative	present	active	participle	-	singular	I am guarding	verb	37	-	Ac 28:16	to guard	-
φυλάσσου	φυλάσσω	-	-	present	middle	imperative	second person	singular	I am guarding	verb	37	-	2 Ti 4:15	to be guarded	-
φυλάσσουσιν	φυλάσσω	-	-	present	active	indicative	third person	plural	I am guarding	verb	37	-	Ga 6:13	to observe (conform)	-
φυλάσσων	φυλάσσω	masculine	nominative	present	active	participle	-	singular	I am guarding	verb	37	-	Ac 22:20	to guard	-
φυλάσσων	φυλάσσω	masculine	nominative	present	active	participle	-	singular	I am guarding	verb	37	-	Ac 21:24	to observe (conform)	-
φυλάσσῃ	φυλάσσω	-	-	present	active	subjunctive	third person	singular	I am guarding	verb	37	-	Ro 2:26	to observe (conform)	-
φυλάσσῃ	φυλάσσω	-	-	present	active	subjunctive	third person	singular	I am guarding	verb	37	-	Lk 11:21	to guard	-
φυλασσόμενος	φυλάσσω	masculine	nominative	present	passive	participle	-	singular	I am guarding	verb	37	-	Lk 8:29	to be guarded	-
φύλαξον	φυλάσσω	-	-	aorist	active	imperative	second person	singular	I am guarding	verb	37	-	1 Ti 6:20,2 Ti 1:14	to guard	-
ἐφυλάξατε	φυλάσσω	-	-	aorist	active	indicative	second person	plural	I am guarding	verb	37	-	Ac 7:53	to observe (conform)	-
ἐφυλαξάμην	φυλάσσω	-	-	aorist	middle	indicative	first person	singular	I am guarding	verb	37	-	Mk 10:20	to observe (conform)	-
ἐφύλαξα	φυλάσσω	-	-	aorist	active	indicative	first person	singular	I am guarding	verb	37	-	Jn 17:12	to guard	-
ἐφύλαξα	φυλάσσω	-	-	aorist	active	indicative	first person	singular	I am guarding	verb	37	-	Mt 19:20,Lk 18:21	to observe (conform)	-
ἐφύλαξεν	φυλάσσω	-	-	aorist	active	indicative	third person	singular	I am guarding	verb	37	-	2 Pe 2:5	to guard	-
φυλαὶ	φυλή	feminine	nominative	-	-	-	-	plural	tribe, people	noun	37	-	Mt 24:30,Re 1:7	people group (social)	-
φυλαῖς	φυλή	feminine	dative	-	-	-	-	plural	tribe, people	noun	37	-	Jas 1:1	tribe, people of God ⇔ 12 tribes	-
φυλὰς	φυλή	feminine	accusative	-	-	-	-	plural	tribe, people	noun	37	-	Mt 19:28,Lk 22:30	tribe	-
φυλὴν	φυλή	feminine	accusative	-	-	-	-	singular	tribe, people	noun	37	-	Heb 7:14,Re 13:7,Re 14:6	tribe	-
φυλῆς	φυλή	feminine	genitive	-	-	-	-	singular	tribe, people	noun	37	-	Lk 2:36,Ac 13:21,Ro 11:1,Php 3:5,Heb 7:13,Re 5:5,Re 5:9,Re 7:4,Re 7:5,Re 7:5,Re 7:5,Re 7:6,Re 7:6,Re 7:6,Re 7:7,Re 7:7,Re 7:7,Re 7:8,Re 7:8,Re 7:8	tribe	-
φυλῶν	φυλή	feminine	genitive	-	-	-	-	plural	tribe, people	noun	37	-	Re 7:9,Re 11:9,Re 21:12	tribe	-
φυλακάς	φυλακή	feminine	accusative	-	-	-	-	plural	guard, prison	noun	31	-	Lk 21:12	prison	-
φυλακήν	φυλακή	feminine	accusative	-	-	-	-	singular	guard, prison	noun	31	-	Ac 12:6	watch (of the night)	-
φυλακήν	φυλακή	feminine	accusative	-	-	-	-	singular	guard, prison	noun	31	-	Lk 12:58,Ac 8:3,Ac 16:37	prison	-
φυλακαῖς	φυλακή	feminine	dative	-	-	-	-	plural	guard, prison	noun	31	-	Ac 26:10,2 Co 6:5,2 Co 11:23	prison	-
φυλακὰς	φυλακή	feminine	accusative	-	-	-	-	plural	guard, prison	noun	31	-	Ac 22:4	prison	-
φυλακὰς	φυλακή	feminine	accusative	-	-	-	-	plural	guard, prison	noun	31	-	Lk 2:8	watch (of the night), to keep watch	-
φυλακὴ	φυλακή	feminine	nominative	-	-	-	-	singular	guard, prison	noun	31	-	Re 18:2,Re 18:2,Re 18:2	custodian	-
φυλακὴν	φυλακή	feminine	accusative	-	-	-	-	singular	guard, prison	noun	31	-	Mk 6:48	watch (of the night)	-
